issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,has_l2,l2_size,ipc,config_id,cost,is_feasible
4,64,4,16kB,8,True,512kB,1.052866,357,845.6,True
4,64,4,16kB,8,True,1MB,1.052866,358,1357.6,True
4,64,4,16kB,8,True,2MB,1.052866,359,2381.6,False
4,64,4,32kB,2,True,512kB,1.052866,360,860.8,True
4,64,4,32kB,2,True,1MB,1.052866,361,1372.8,True
4,64,4,32kB,2,True,2MB,1.052866,362,2396.8,False
4,64,4,32kB,4,True,512kB,1.052865,363,861.6,True
4,64,4,32kB,4,True,1MB,1.052865,364,1373.6,True
4,64,4,32kB,4,True,2MB,1.052865,365,2397.6,False
4,64,4,32kB,8,True,512kB,1.052866,366,863.2,True
4,64,4,32kB,8,True,1MB,1.052866,367,1375.2,True
4,64,4,32kB,8,True,2MB,1.052866,368,2399.2,False
4,64,4,64kB,2,True,512kB,1.052992,369,893.6,True
4,64,4,64kB,2,True,1MB,1.052992,370,1405.6,True
4,64,4,64kB,2,True,2MB,1.052992,371,2429.6,False
4,64,4,64kB,4,True,512kB,1.053,372,895.2,True
4,64,4,64kB,4,True,1MB,1.053,373,1407.2,True
4,64,4,64kB,4,True,2MB,1.053,374,2431.2,False
4,64,4,64kB,8,True,512kB,1.053,375,898.4,True
4,64,4,64kB,8,True,1MB,1.053,376,1410.4,True
4,64,4,64kB,8,True,2MB,1.053,377,2434.4,False
4,64,8,16kB,2,True,512kB,1.052857,378,864.4,True
4,64,8,16kB,2,True,1MB,1.052857,379,1376.4,True
4,64,8,16kB,2,True,2MB,1.052857,380,2400.4,False
4,64,8,16kB,4,True,512kB,1.052866,381,864.8,True
4,64,8,16kB,4,True,1MB,1.052866,382,1376.8,True
4,64,8,16kB,4,True,2MB,1.052866,383,2400.8,False
4,64,8,16kB,8,True,512kB,1.052866,384,865.6,True
4,64,8,16kB,8,True,1MB,1.052866,385,1377.6,True
4,64,8,16kB,8,True,2MB,1.052866,386,2401.6,False
4,64,8,32kB,2,True,512kB,1.052866,387,880.8,True
4,64,8,32kB,2,True,1MB,1.052866,388,1392.8,True
4,64,8,32kB,2,True,2MB,1.052866,389,2416.8,False
4,64,8,32kB,4,True,512kB,1.052865,390,881.6,True
4,64,8,32kB,4,True,1MB,1.052865,391,1393.6,True
4,64,8,32kB,4,True,2MB,1.052865,392,2417.6,False
4,64,8,32kB,8,True,512kB,1.052866,393,883.2,True
4,64,8,32kB,8,True,1MB,1.052866,394,1395.2,True
4,64,8,32kB,8,True,2MB,1.052866,395,2419.2,False
4,64,8,64kB,2,True,512kB,1.052992,396,913.6,True
4,64,8,64kB,2,True,1MB,1.052992,397,1425.6,True
4,64,8,64kB,2,True,2MB,1.052992,398,2449.6,False
4,64,8,64kB,4,True,512kB,1.053,399,915.2,True
4,64,8,64kB,4,True,1MB,1.053,400,1427.2,True
4,64,8,64kB,4,True,2MB,1.053,401,2451.2,False
4,64,8,64kB,8,True,512kB,1.053,402,918.4,True
4,64,8,64kB,8,True,1MB,1.053,403,1430.4,True
4,64,8,64kB,8,True,2MB,1.053,404,2454.4,False
4,128,2,16kB,2,True,512kB,1.060022,405,930.4,True
4,128,2,16kB,2,True,1MB,1.060022,406,1442.4,True
4,128,2,16kB,2,True,2MB,1.060022,407,2466.4,False
4,128,2,16kB,4,True,512kB,1.060354,408,930.8,True
4,128,2,16kB,4,True,1MB,1.060354,409,1442.8,True
4,128,2,16kB,4,True,2MB,1.060354,410,2466.8,False
4,128,2,16kB,8,True,512kB,1.060353,411,931.6,True
4,128,2,16kB,8,True,1MB,1.060353,412,1443.6,True
4,128,2,16kB,8,True,2MB,1.060353,413,2467.6,False
4,128,2,32kB,2,True,512kB,1.060353,414,946.8,True
4,128,2,32kB,2,True,1MB,1.060353,415,1458.8,True
4,128,2,32kB,2,True,2MB,1.060353,416,2482.8,False
4,128,2,32kB,4,True,512kB,1.060352,417,947.6,True
4,128,2,32kB,4,True,1MB,1.060352,418,1459.6,True
4,128,2,32kB,4,True,2MB,1.060352,419,2483.6,False
4,128,2,32kB,8,True,512kB,1.060353,420,949.2,True
4,128,2,32kB,8,True,1MB,1.060353,421,1461.2,True
4,128,2,32kB,8,True,2MB,1.060353,422,2485.2,False
4,128,2,64kB,2,True,512kB,1.060455,423,979.6,True
4,128,2,64kB,2,True,1MB,1.060455,424,1491.6,True
4,128,2,64kB,2,True,2MB,1.060455,425,2515.6,False
4,128,2,64kB,4,True,512kB,1.060455,426,981.2,True
4,128,2,64kB,4,True,1MB,1.060455,427,1493.2,True
4,128,2,64kB,4,True,2MB,1.060455,428,2517.2,False
4,128,2,64kB,8,True,512kB,1.060455,429,984.4,True
4,128,2,64kB,8,True,1MB,1.060455,430,1496.4,True
4,128,2,64kB,8,True,2MB,1.060455,431,2520.4,False
4,128,4,16kB,2,True,512kB,1.060901,432,940.4,True
