issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,has_l2,l2_size,ipc,config_id,cost,is_feasible
4,64,2,64kB,4,True,2MB,0.631718,347,2421.2,False
4,64,2,64kB,8,True,512kB,0.534593,348,888.4,True
4,64,2,64kB,8,True,1MB,0.581753,349,1400.4,True
4,64,2,64kB,8,True,2MB,0.631718,350,2424.4,False
4,64,4,16kB,2,True,512kB,0.568665,351,844.4,True
4,64,4,16kB,2,True,1MB,0.597156,352,1356.4,True
4,64,4,16kB,2,True,2MB,0.639025,353,2380.4,False
4,64,4,16kB,4,True,512kB,0.568638,354,844.8,True
4,64,4,16kB,4,True,1MB,0.597051,355,1356.8,True
4,64,4,16kB,4,True,2MB,0.639024,356,2380.8,False
4,64,4,16kB,8,True,512kB,0.56858,357,845.6,True
4,64,4,16kB,8,True,1MB,0.597091,358,1357.6,True
4,64,4,16kB,8,True,2MB,0.639026,359,2381.6,False
4,64,4,32kB,2,True,512kB,0.570182,360,860.8,True
4,64,4,32kB,2,True,1MB,0.598036,361,1372.8,True
4,64,4,32kB,2,True,2MB,0.639025,362,2396.8,False
4,64,4,32kB,4,True,512kB,0.569815,363,861.6,True
4,64,4,32kB,4,True,1MB,0.59774,364,1373.6,True
4,64,4,32kB,4,True,2MB,0.639029,365,2397.6,False
4,64,4,32kB,8,True,512kB,0.569649,366,863.2,True
4,64,4,32kB,8,True,1MB,0.597686,367,1375.2,True
4,64,4,32kB,8,True,2MB,0.639026,368,2399.2,False
4,64,4,64kB,2,True,512kB,0.572317,369,893.6,True
4,64,4,64kB,2,True,1MB,0.59979,370,1405.6,True
4,64,4,64kB,2,True,2MB,0.639025,371,2429.6,False
4,64,4,64kB,4,True,512kB,0.571901,372,895.2,True
4,64,4,64kB,4,True,1MB,0.599363,373,1407.2,True
4,64,4,64kB,4,True,2MB,0.639043,374,2431.2,False
4,64,4,64kB,8,True,512kB,0.571417,375,898.4,True
4,64,4,64kB,8,True,1MB,0.598975,376,1410.4,True
4,64,4,64kB,8,True,2MB,0.639029,377,2434.4,False
4,64,8,16kB,2,True,512kB,0.577794,378,864.4,True
4,64,8,16kB,2,True,1MB,0.597209,379,1376.4,True
4,64,8,16kB,2,True,2MB,0.639501,380,2400.4,False
4,64,8,16kB,4,True,512kB,0.577922,381,864.8,True
4,64,8,16kB,4,True,1MB,0.597051,382,1376.8,True
4,64,8,16kB,4,True,2MB,0.639501,383,2400.8,False
4,64,8,16kB,8,True,512kB,0.578236,384,865.6,True
4,64,8,16kB,8,True,1MB,0.597141,385,1377.6,True
4,64,8,16kB,8,True,2MB,0.639501,386,2401.6,False
4,64,8,32kB,2,True,512kB,0.579679,387,880.8,True
4,64,8,32kB,2,True,1MB,0.597881,388,1392.8,True
4,64,8,32kB,2,True,2MB,0.639501,389,2416.8,False
4,64,8,32kB,4,True,512kB,0.578998,390,881.6,True
4,64,8,32kB,4,True,1MB,0.597783,391,1393.6,True
4,64,8,32kB,4,True,2MB,0.639501,392,2417.6,False
4,64,8,32kB,8,True,512kB,0.579583,393,883.2,True
4,64,8,32kB,8,True,1MB,0.597589,394,1395.2,True
4,64,8,32kB,8,True,2MB,0.639501,395,2419.2,False
4,64,8,64kB,2,True,512kB,0.580258,396,913.6,True
4,64,8,64kB,2,True,1MB,0.59974,397,1425.6,True
4,64,8,64kB,2,True,2MB,0.639501,398,2449.6,False
4,64,8,64kB,4,True,512kB,0.580248,399,915.2,True
4,64,8,64kB,4,True,1MB,0.599562,400,1427.2,True
4,64,8,64kB,4,True,2MB,0.639529,401,2451.2,False
4,64,8,64kB,8,True,512kB,0.581776,402,918.4,True
4,64,8,64kB,8,True,1MB,0.59912,403,1430.4,True
4,64,8,64kB,8,True,2MB,0.639501,404,2454.4,False
4,128,2,16kB,2,True,512kB,0.533221,405,930.4,True
4,128,2,16kB,2,True,1MB,0.580798,406,1442.4,True
4,128,2,16kB,2,True,2MB,0.63404,407,2466.4,False
4,128,2,16kB,4,True,512kB,0.532935,408,930.8,True
4,128,2,16kB,4,True,1MB,0.580863,409,1442.8,True
4,128,2,16kB,4,True,2MB,0.63421,410,2466.8,False
4,128,2,16kB,8,True,512kB,0.532863,411,931.6,True
4,128,2,16kB,8,True,1MB,0.580675,412,1443.6,True
4,128,2,16kB,8,True,2MB,0.63421,413,2467.6,False
4,128,2,32kB,2,True,512kB,0.535008,414,946.8,True
4,128,2,32kB,2,True,1MB,0.582598,415,1458.8,True
4,128,2,32kB,2,True,2MB,0.63421,416,2482.8,False
4,128,2,32kB,4,True,512kB,0.534647,417,947.6,True
4,128,2,32kB,4,True,1MB,0.582126,418,1459.6,True
4,128,2,32kB,4,True,2MB,0.63421,419,2483.6,False
4,128,2,32kB,8,True,512kB,0.533952,420,949.2,True
4,128,2,32kB,8,True,1MB,0.581535,421,1461.2,True
4,128,2,32kB,8,True,2MB,0.63421,422,2485.2,False
4,128,2,64kB,2,True,512kB,0.537913,423,979.6,True
4,128,2,64kB,2,True,1MB,0.585452,424,1491.6,True
4,128,2,64kB,2,True,2MB,0.63421,425,2515.6,False
4,128,2,64kB,4,True,512kB,0.537453,426,981.2,True
4,128,2,64kB,4,True,1MB,0.585056,427,1493.2,True
4,128,2,64kB,4,True,2MB,0.63421,428,2517.2,False
4,128,2,64kB,8,True,512kB,0.5366,429,984.4,True
4,128,2,64kB,8,True,1MB,0.583671,430,1496.4,True
4,128,2,64kB,8,True,2MB,0.63421,431,2520.4,False
