core_type,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc_compute,config_id,cost,is_feasible,ipc_latency,ipc_concurrency
DerivO3CPU,8,32,8,64kB,8,2MB,1.048975,566,2606.4,False,0.609084,0.638694
DerivO3CPU,8,64,2,16kB,2,512kB,1.065878,567,1034.4,True,0.482029,0.534438
DerivO3CPU,8,64,2,16kB,2,1MB,1.065878,568,1546.4,False,0.540337,0.582233
DerivO3CPU,8,64,2,16kB,2,2MB,1.065878,569,2570.4,False,0.613619,0.635906
DerivO3CPU,8,64,2,16kB,4,512kB,1.066009,570,1034.8,True,0.482482,0.534152
DerivO3CPU,8,64,2,16kB,4,1MB,1.066009,571,1546.8,False,0.540473,0.581921
DerivO3CPU,8,64,2,16kB,4,2MB,1.066009,572,2570.8,False,0.613749,0.635906
DerivO3CPU,8,64,2,16kB,8,512kB,1.066131,573,1035.6,True,0.482396,0.534152
DerivO3CPU,8,64,2,16kB,8,1MB,1.066131,574,1547.6,False,0.540529,0.582127
DerivO3CPU,8,64,2,16kB,8,2MB,1.066131,575,2571.6,False,0.613749,0.636023
DerivO3CPU,8,64,2,32kB,2,512kB,1.066131,576,1050.8,True,0.482948,0.536388
DerivO3CPU,8,64,2,32kB,2,1MB,1.066131,577,1562.8,False,0.541344,0.584104
DerivO3CPU,8,64,2,32kB,2,2MB,1.066131,578,2586.8,False,0.613759,0.636023
DerivO3CPU,8,64,2,32kB,4,512kB,1.066131,579,1051.6,True,0.482948,0.535852
DerivO3CPU,8,64,2,32kB,4,1MB,1.066131,580,1563.6,False,0.541282,0.583599
DerivO3CPU,8,64,2,32kB,4,2MB,1.066131,581,2587.6,False,0.613759,0.636023
DerivO3CPU,8,64,2,32kB,8,512kB,1.066131,582,1053.2,True,0.482858,0.535342
DerivO3CPU,8,64,2,32kB,8,1MB,1.066131,583,1565.2,False,0.541188,0.583186
DerivO3CPU,8,64,2,32kB,8,2MB,1.066131,584,2589.2,False,0.613759,0.636025
DerivO3CPU,8,64,2,64kB,2,512kB,1.066258,585,1083.6,True,0.485095,0.538815
DerivO3CPU,8,64,2,64kB,2,1MB,1.066258,586,1595.6,False,0.542757,0.586591
DerivO3CPU,8,64,2,64kB,2,2MB,1.066258,587,2619.6,False,0.613821,0.636023
DerivO3CPU,8,64,2,64kB,4,512kB,1.066258,588,1085.2,True,0.485138,0.538471
DerivO3CPU,8,64,2,64kB,4,1MB,1.066258,589,1597.2,False,0.542757,0.585907
DerivO3CPU,8,64,2,64kB,4,2MB,1.066258,590,2621.2,False,0.613938,0.636023
DerivO3CPU,8,64,2,64kB,8,512kB,1.066258,591,1088.4,True,0.484883,0.537509
DerivO3CPU,8,64,2,64kB,8,1MB,1.066258,592,1600.4,False,0.542811,0.585017
DerivO3CPU,8,64,2,64kB,8,2MB,1.066258,593,2624.4,False,0.613938,0.63603
DerivO3CPU,8,64,4,16kB,2,512kB,1.066246,594,1044.4,True,0.482494,0.571986
DerivO3CPU,8,64,4,16kB,2,1MB,1.066246,595,1556.4,False,0.540586,0.600524
DerivO3CPU,8,64,4,16kB,2,2MB,1.066246,596,2580.4,False,0.613777,0.643318
DerivO3CPU,8,64,4,16kB,4,512kB,1.066292,597,1044.8,True,0.482607,0.571697
DerivO3CPU,8,64,4,16kB,4,1MB,1.066292,598,1556.8,False,0.540855,0.600622
DerivO3CPU,8,64,4,16kB,4,2MB,1.066292,599,2580.8,False,0.613918,0.643318
DerivO3CPU,8,64,4,16kB,8,512kB,1.066246,600,1045.6,True,0.482443,0.571686
DerivO3CPU,8,64,4,16kB,8,1MB,1.066246,601,1557.6,False,0.540781,0.600641
DerivO3CPU,8,64,4,16kB,8,2MB,1.066246,602,2581.6,False,0.613918,0.643318
DerivO3CPU,8,64,4,32kB,2,512kB,1.066246,603,1060.8,True,0.483354,0.572828
DerivO3CPU,8,64,4,32kB,2,1MB,1.066246,604,1572.8,False,0.541577,0.601847
DerivO3CPU,8,64,4,32kB,2,2MB,1.066246,605,2596.8,False,0.613935,0.643318
DerivO3CPU,8,64,4,32kB,4,512kB,1.066246,606,1061.6,True,0.483429,0.572563
DerivO3CPU,8,64,4,32kB,4,1MB,1.066246,607,1573.6,False,0.541598,0.601684
DerivO3CPU,8,64,4,32kB,4,2MB,1.066246,608,2597.6,False,0.613918,0.643318
DerivO3CPU,8,64,4,32kB,8,512kB,1.066246,609,1063.2,True,0.483372,0.572441
DerivO3CPU,8,64,4,32kB,8,1MB,1.066246,610,1575.2,False,0.541361,0.601384
DerivO3CPU,8,64,4,32kB,8,2MB,1.066246,611,2599.2,False,0.613918,0.643318
DerivO3CPU,8,64,4,64kB,2,512kB,1.066392,612,1093.6,True,0.485144,0.575252
DerivO3CPU,8,64,4,64kB,2,1MB,1.066392,613,1605.6,False,0.543267,0.603141
DerivO3CPU,8,64,4,64kB,2,2MB,1.066392,614,2629.6,False,0.613981,0.643318
DerivO3CPU,8,64,4,64kB,4,512kB,1.0664,615,1095.2,True,0.485171,0.575048
DerivO3CPU,8,64,4,64kB,4,1MB,1.0664,616,1607.2,False,0.54284,0.602742
DerivO3CPU,8,64,4,64kB,4,2MB,1.0664,617,2631.2,False,0.613981,0.643296
DerivO3CPU,8,64,4,64kB,8,512kB,1.0664,618,1098.4,True,0.484927,0.574653
DerivO3CPU,8,64,4,64kB,8,1MB,1.0664,619,1610.4,False,0.542886,0.602585
DerivO3CPU,8,64,4,64kB,8,2MB,1.0664,620,2634.4,False,0.613981,0.643339
DerivO3CPU,8,64,8,16kB,2,512kB,1.066246,621,1064.4,True,0.482494,0.581595
DerivO3CPU,8,64,8,16kB,2,1MB,1.066246,622,1576.4,False,0.540586,0.60081
DerivO3CPU,8,64,8,16kB,2,2MB,1.066246,623,2600.4,False,0.613777,0.643893
DerivO3CPU,8,64,8,16kB,4,512kB,1.066292,624,1064.8,True,0.482607,0.580707
DerivO3CPU,8,64,8,16kB,4,1MB,1.066292,625,1576.8,False,0.540855,0.600603
DerivO3CPU,8,64,8,16kB,4,2MB,1.066292,626,2600.8,False,0.613918,0.643894
DerivO3CPU,8,64,8,16kB,8,512kB,1.066246,627,1065.6,True,0.482443,0.580872
DerivO3CPU,8,64,8,16kB,8,1MB,1.066246,628,1577.6,False,0.540781,0.600678
DerivO3CPU,8,64,8,16kB,8,2MB,1.066246,629,2601.6,False,0.613918,0.643899
DerivO3CPU,8,64,8,32kB,2,512kB,1.066246,630,1080.8,True,0.483354,0.581191
DerivO3CPU,8,64,8,32kB,2,1MB,1.066246,631,1592.8,False,0.541577,0.601821
DerivO3CPU,8,64,8,32kB,2,2MB,1.066246,632,2616.8,False,0.613935,0.643917
DerivO3CPU,8,64,8,32kB,4,512kB,1.066246,633,1081.6,True,0.483429,0.582111
DerivO3CPU,8,64,8,32kB,4,1MB,1.066246,634,1593.6,False,0.541598,0.601699
DerivO3CPU,8,64,8,32kB,4,2MB,1.066246,635,2617.6,False,0.613918,0.643913
DerivO3CPU,8,64,8,32kB,8,512kB,1.066246,636,1083.2,True,0.483372,0.581705
DerivO3CPU,8,64,8,32kB,8,1MB,1.066246,637,1595.2,False,0.541361,0.601597
DerivO3CPU,8,64,8,32kB,8,2MB,1.066246,638,2619.2,False,0.613918,0.643906
DerivO3CPU,8,64,8,64kB,2,512kB,1.066392,639,1113.6,True,0.485146,0.58489
DerivO3CPU,8,64,8,64kB,2,1MB,1.066392,640,1625.6,False,0.543267,0.603143
DerivO3CPU,8,64,8,64kB,2,2MB,1.066392,641,2649.6,False,0.613981,0.643936
DerivO3CPU,8,64,8,64kB,4,512kB,1.0664,642,1115.2,True,0.485171,0.584055
DerivO3CPU,8,64,8,64kB,4,1MB,1.0664,643,1627.2,False,0.54284,0.602919
DerivO3CPU,8,64,8,64kB,4,2MB,1.0664,644,2651.2,False,0.613981,0.643936
DerivO3CPU,8,64,8,64kB,8,512kB,1.0664,645,1118.4,True,0.484927,0.584089
DerivO3CPU,8,64,8,64kB,8,1MB,1.0664,646,1630.4,False,0.542886,0.60245
DerivO3CPU,8,64,8,64kB,8,2MB,1.0664,647,2654.4,False,0.613981,0.643929
DerivO3CPU,8,128,2,16kB,2,512kB,1.072323,648,1130.4,True,0.483341,0.535466
DerivO3CPU,8,128,2,16kB,2,1MB,1.072323,649,1642.4,False,0.542117,0.583656
DerivO3CPU,8,128,2,16kB,2,2MB,1.072323,650,2666.4,False,0.61557,0.63763
DerivO3CPU,8,128,2,16kB,4,512kB,1.072571,651,1130.8,True,0.483208,0.535416
DerivO3CPU,8,128,2,16kB,4,1MB,1.072571,652,1642.8,False,0.542004,0.583937
DerivO3CPU,8,128,2,16kB,4,2MB,1.072571,653,2666.8,False,0.615568,0.63788
DerivO3CPU,8,128,2,16kB,8,512kB,1.072572,654,1131.6,True,0.483073,0.535204
DerivO3CPU,8,128,2,16kB,8,1MB,1.072572,655,1643.6,False,0.542106,0.583725
DerivO3CPU,8,128,2,16kB,8,2MB,1.072572,656,2667.6,False,0.615568,0.63788
DerivO3CPU,8,128,2,32kB,2,512kB,1.072572,657,1146.8,True,0.483861,0.536973
DerivO3CPU,8,128,2,32kB,2,1MB,1.072572,658,1658.8,False,0.542536,0.585324
DerivO3CPU,8,128,2,32kB,2,2MB,1.072572,659,2682.8,False,0.615568,0.63788
DerivO3CPU,8,128,2,32kB,4,512kB,1.072571,660,1147.6,True,0.483861,0.536661
DerivO3CPU,8,128,2,32kB,4,1MB,1.072571,661,1659.6,False,0.542536,0.584896
DerivO3CPU,8,128,2,32kB,4,2MB,1.072571,662,2683.6,False,0.615568,0.63788
DerivO3CPU,8,128,2,32kB,8,512kB,1.072572,663,1149.2,True,0.483773,0.535885
DerivO3CPU,8,128,2,32kB,8,1MB,1.072572,664,1661.2,False,0.542415,0.584525
DerivO3CPU,8,128,2,32kB,8,2MB,1.072572,665,2685.2,False,0.615568,0.637881
DerivO3CPU,8,128,2,64kB,2,512kB,1.072711,666,1179.6,True,0.48604,0.540507
DerivO3CPU,8,128,2,64kB,2,1MB,1.072711,667,1691.6,False,0.544532,0.588472
DerivO3CPU,8,128,2,64kB,2,2MB,1.072711,668,2715.6,False,0.615637,0.63788
DerivO3CPU,8,128,2,64kB,4,512kB,1.07271,669,1181.2,True,0.485798,0.539823
DerivO3CPU,8,128,2,64kB,4,1MB,1.07271,670,1693.2,False,0.544457,0.587919
DerivO3CPU,8,128,2,64kB,4,2MB,1.07271,671,2717.2,False,0.615613,0.63788
DerivO3CPU,8,128,2,64kB,8,512kB,1.07271,672,1184.4,True,0.48558,0.538858
DerivO3CPU,8,128,2,64kB,8,1MB,1.07271,673,1696.4,False,0.544125,0.586686
DerivO3CPU,8,128,2,64kB,8,2MB,1.07271,674,2720.4,False,0.615613,0.637883
DerivO3CPU,8,128,4,16kB,2,512kB,1.073018,675,1140.4,True,0.483732,0.573314
DerivO3CPU,8,128,4,16kB,2,1MB,1.073018,676,1652.4,False,0.542383,0.601389
DerivO3CPU,8,128,4,16kB,2,2MB,1.073018,677,2676.4,False,0.615626,0.645267
DerivO3CPU,8,128,4,16kB,4,512kB,1.073099,678,1140.8,True,0.48339,0.573199
DerivO3CPU,8,128,4,16kB,4,1MB,1.073099,679,1652.8,False,0.542383,0.601414
DerivO3CPU,8,128,4,16kB,4,2MB,1.073099,680,2676.8,False,0.615651,0.645271
DerivO3CPU,8,128,4,16kB,8,512kB,1.073032,681,1141.6,True,0.483744,0.573203
DerivO3CPU,8,128,4,16kB,8,1MB,1.073032,682,1653.6,False,0.542383,0.601336
DerivO3CPU,8,128,4,16kB,8,2MB,1.073032,683,2677.6,False,0.615624,0.645271
DerivO3CPU,8,128,4,32kB,2,512kB,1.073032,684,1156.8,True,0.484374,0.574747
DerivO3CPU,8,128,4,32kB,2,1MB,1.073032,685,1668.8,False,0.542822,0.602564
DerivO3CPU,8,128,4,32kB,2,2MB,1.073032,686,2692.8,False,0.615651,0.645271
DerivO3CPU,8,128,4,32kB,4,512kB,1.073032,687,1157.6,True,0.484366,0.574446
DerivO3CPU,8,128,4,32kB,4,1MB,1.073032,688,1669.6,False,0.542797,0.602387
DerivO3CPU,8,128,4,32kB,4,2MB,1.073032,689,2693.6,False,0.615651,0.645271
DerivO3CPU,8,128,4,32kB,8,512kB,1.073032,690,1159.2,True,0.484279,0.57418
DerivO3CPU,8,128,4,32kB,8,1MB,1.073032,691,1671.2,False,0.542786,0.602325
DerivO3CPU,8,128,4,32kB,8,2MB,1.073032,692,2695.2,False,0.615651,0.645271
DerivO3CPU,8,128,4,64kB,2,512kB,1.073206,693,1189.6,True,0.486087,0.577063
DerivO3CPU,8,128,4,64kB,2,1MB,1.073206,694,1701.6,False,0.544439,0.604422
DerivO3CPU,8,128,4,64kB,2,2MB,1.073206,695,2725.6,False,0.615734,0.645271
DerivO3CPU,8,128,4,64kB,4,512kB,1.073213,696,1191.2,True,0.485923,0.576611
DerivO3CPU,8,128,4,64kB,4,1MB,1.073213,697,1703.2,False,0.544322,0.604118
DerivO3CPU,8,128,4,64kB,4,2MB,1.073213,698,2727.2,False,0.615715,0.64527
DerivO3CPU,8,128,4,64kB,8,512kB,1.073213,699,1194.4,True,0.485628,0.576045
DerivO3CPU,8,128,4,64kB,8,1MB,1.073213,700,1706.4,False,0.54418,0.603575
DerivO3CPU,8,128,4,64kB,8,2MB,1.073213,701,2730.4,False,0.615715,0.645271
DerivO3CPU,8,128,8,16kB,2,512kB,1.073064,702,1160.4,True,0.48374,0.582257
DerivO3CPU,8,128,8,16kB,2,1MB,1.073064,703,1672.4,False,0.542393,0.60131
DerivO3CPU,8,128,8,16kB,2,2MB,1.073064,704,2696.4,False,0.615638,0.645723
DerivO3CPU,8,128,8,16kB,4,512kB,1.073144,705,1160.8,True,0.483397,0.581644
DerivO3CPU,8,128,8,16kB,4,1MB,1.073144,706,1672.8,False,0.542393,0.601496
DerivO3CPU,8,128,8,16kB,4,2MB,1.073144,707,2696.8,False,0.615663,0.645714
DerivO3CPU,8,128,8,16kB,8,512kB,1.073077,708,1161.6,True,0.483752,0.582144
DerivO3CPU,8,128,8,16kB,8,1MB,1.073077,709,1673.6,False,0.542393,0.601315
DerivO3CPU,8,128,8,16kB,8,2MB,1.073077,710,2697.6,False,0.615636,0.645714
DerivO3CPU,8,128,8,32kB,2,512kB,1.073077,711,1176.8,True,0.484382,0.583387
DerivO3CPU,8,128,8,32kB,2,1MB,1.073077,712,1688.8,False,0.542832,0.602632
DerivO3CPU,8,128,8,32kB,2,2MB,1.073077,713,2712.8,False,0.615663,0.645734
DerivO3CPU,8,128,8,32kB,4,512kB,1.073077,714,1177.6,True,0.484373,0.583638
DerivO3CPU,8,128,8,32kB,4,1MB,1.073077,715,1689.6,False,0.542806,0.602435
DerivO3CPU,8,128,8,32kB,4,2MB,1.073077,716,2713.6,False,0.615663,0.64573
DerivO3CPU,8,128,8,32kB,8,512kB,1.073077,717,1179.2,True,0.484287,0.583506
DerivO3CPU,8,128,8,32kB,8,1MB,1.073077,718,1691.2,False,0.542795,0.602689
DerivO3CPU,8,128,8,32kB,8,2MB,1.073077,719,2715.2,False,0.615663,0.645723
DerivO3CPU,8,128,8,64kB,2,512kB,1.07325,720,1209.6,True,0.486095,0.585334
DerivO3CPU,8,128,8,64kB,2,1MB,1.07325,721,1721.6,False,0.544449,0.604396
DerivO3CPU,8,128,8,64kB,2,2MB,1.07325,722,2745.6,False,0.615747,0.645755
DerivO3CPU,8,128,8,64kB,4,512kB,1.073252,723,1211.2,True,0.485931,0.584348
DerivO3CPU,8,128,8,64kB,4,1MB,1.073252,724,1723.2,False,0.544332,0.604145
DerivO3CPU,8,128,8,64kB,4,2MB,1.073252,725,2747.2,False,0.615727,0.645755
DerivO3CPU,8,128,8,64kB,8,512kB,1.073252,726,1214.4,True,0.485635,0.585698
DerivO3CPU,8,128,8,64kB,8,1MB,1.073252,727,1726.4,False,0.54419,0.603527
DerivO3CPU,8,128,8,64kB,8,2MB,1.073252,728,2750.4,False,0.615727,0.645735
MinorCPU,2,inactive,2,16kB,2,512kB,0.491153,729,638.4,True,0.301738,0.293776
MinorCPU,2,inactive,2,16kB,2,1MB,0.491153,730,1150.4,True,0.321594,0.3168
MinorCPU,2,inactive,2,16kB,2,2MB,0.491153,731,2174.4,False,0.343863,0.341565
MinorCPU,2,inactive,2,16kB,4,512kB,0.491155,732,638.8,True,0.301807,0.293577
MinorCPU,2,inactive,2,16kB,4,1MB,0.491155,733,1150.8,True,0.321515,0.316498
MinorCPU,2,inactive,2,16kB,4,2MB,0.491155,734,2174.8,False,0.343863,0.341565
MinorCPU,2,inactive,2,16kB,8,512kB,0.491155,735,639.6,True,0.301769,0.293471
MinorCPU,2,inactive,2,16kB,8,1MB,0.491155,736,1151.6,True,0.321515,0.316418
MinorCPU,2,inactive,2,16kB,8,2MB,0.491155,737,2175.6,False,0.343863,0.341565
MinorCPU,2,inactive,2,32kB,2,512kB,0.491155,738,654.8,True,0.301848,0.294504
MinorCPU,2,inactive,2,32kB,2,1MB,0.491155,739,1166.8,True,0.321698,0.317576
MinorCPU,2,inactive,2,32kB,2,2MB,0.491155,740,2190.8,False,0.343869,0.341565
MinorCPU,2,inactive,2,32kB,4,512kB,0.491155,741,655.6,True,0.301896,0.294266
MinorCPU,2,inactive,2,32kB,4,1MB,0.491155,742,1167.6,True,0.321698,0.317252
MinorCPU,2,inactive,2,32kB,4,2MB,0.491155,743,2191.6,False,0.343863,0.341565
MinorCPU,2,inactive,2,32kB,8,512kB,0.491155,744,657.2,True,0.301817,0.293781
MinorCPU,2,inactive,2,32kB,8,1MB,0.491155,745,1169.2,True,0.321659,0.316644
MinorCPU,2,inactive,2,32kB,8,2MB,0.491155,746,2193.2,False,0.343863,0.341563
MinorCPU,2,inactive,2,64kB,2,512kB,0.491261,747,687.6,True,0.302492,0.295677
MinorCPU,2,inactive,2,64kB,2,1MB,0.491261,748,1199.6,True,0.322294,0.318664
MinorCPU,2,inactive,2,64kB,2,2MB,0.491261,749,2223.6,False,0.343923,0.341577
MinorCPU,2,inactive,2,64kB,4,512kB,0.491269,750,689.2,True,0.30245,0.295516
MinorCPU,2,inactive,2,64kB,4,1MB,0.491269,751,1201.2,True,0.322285,0.318555
MinorCPU,2,inactive,2,64kB,4,2MB,0.491269,752,2225.2,False,0.343923,0.341589
MinorCPU,2,inactive,2,64kB,8,512kB,0.491269,753,692.4,True,0.302419,0.294649
MinorCPU,2,inactive,2,64kB,8,1MB,0.491269,754,1204.4,True,0.322224,0.317568
MinorCPU,2,inactive,2,64kB,8,2MB,0.491269,755,2228.4,False,0.343923,0.341586
MinorCPU,2,inactive,4,16kB,2,512kB,0.491153,756,648.4,True,0.301738,0.293776
MinorCPU,2,inactive,4,16kB,2,1MB,0.491153,757,1160.4,True,0.321594,0.3168
MinorCPU,2,inactive,4,16kB,2,2MB,0.491153,758,2184.4,False,0.343863,0.341565
MinorCPU,2,inactive,4,16kB,4,512kB,0.491155,759,648.8,True,0.301807,0.293577
MinorCPU,2,inactive,4,16kB,4,1MB,0.491155,760,1160.8,True,0.321515,0.316498
MinorCPU,2,inactive,4,16kB,4,2MB,0.491155,761,2184.8,False,0.343863,0.341565
MinorCPU,2,inactive,4,16kB,8,512kB,0.491155,762,649.6,True,0.301769,0.293471
MinorCPU,2,inactive,4,16kB,8,1MB,0.491155,763,1161.6,True,0.321515,0.316418
MinorCPU,2,inactive,4,16kB,8,2MB,0.491155,764,2185.6,False,0.343863,0.341565
MinorCPU,2,inactive,4,32kB,2,512kB,0.491155,765,664.8,True,0.301848,0.294504
MinorCPU,2,inactive,4,32kB,2,1MB,0.491155,766,1176.8,True,0.321698,0.317576
MinorCPU,2,inactive,4,32kB,2,2MB,0.491155,767,2200.8,False,0.343869,0.341565
MinorCPU,2,inactive,4,32kB,4,512kB,0.491155,768,665.6,True,0.301896,0.294266
MinorCPU,2,inactive,4,32kB,4,1MB,0.491155,769,1177.6,True,0.321698,0.317252
MinorCPU,2,inactive,4,32kB,4,2MB,0.491155,770,2201.6,False,0.343863,0.341565
MinorCPU,2,inactive,4,32kB,8,512kB,0.491155,771,667.2,True,0.301817,0.293781
MinorCPU,2,inactive,4,32kB,8,1MB,0.491155,772,1179.2,True,0.321659,0.316644
MinorCPU,2,inactive,4,32kB,8,2MB,0.491155,773,2203.2,False,0.343863,0.341563
MinorCPU,2,inactive,4,64kB,2,512kB,0.491261,774,697.6,True,0.302492,0.295677
MinorCPU,2,inactive,4,64kB,2,1MB,0.491261,775,1209.6,True,0.322294,0.318664
MinorCPU,2,inactive,4,64kB,2,2MB,0.491261,776,2233.6,False,0.343923,0.341577
MinorCPU,2,inactive,4,64kB,4,512kB,0.491269,777,699.2,True,0.30245,0.295516
MinorCPU,2,inactive,4,64kB,4,1MB,0.491269,778,1211.2,True,0.322285,0.318555
MinorCPU,2,inactive,4,64kB,4,2MB,0.491269,779,2235.2,False,0.343923,0.341589
MinorCPU,2,inactive,4,64kB,8,512kB,0.491269,780,702.4,True,0.302419,0.294649
MinorCPU,2,inactive,4,64kB,8,1MB,0.491269,781,1214.4,True,0.322224,0.317568
MinorCPU,2,inactive,4,64kB,8,2MB,0.491269,782,2238.4,False,0.343923,0.341586
MinorCPU,2,inactive,8,16kB,2,512kB,0.491153,783,668.4,True,0.301738,0.293776
MinorCPU,2,inactive,8,16kB,2,1MB,0.491153,784,1180.4,True,0.321594,0.3168
MinorCPU,2,inactive,8,16kB,2,2MB,0.491153,785,2204.4,False,0.343863,0.341565
MinorCPU,2,inactive,8,16kB,4,512kB,0.491155,786,668.8,True,0.301807,0.293577
MinorCPU,2,inactive,8,16kB,4,1MB,0.491155,787,1180.8,True,0.321515,0.316498
MinorCPU,2,inactive,8,16kB,4,2MB,0.491155,788,2204.8,False,0.343863,0.341565
MinorCPU,2,inactive,8,16kB,8,512kB,0.491155,789,669.6,True,0.301769,0.293471
MinorCPU,2,inactive,8,16kB,8,1MB,0.491155,790,1181.6,True,0.321515,0.316418
MinorCPU,2,inactive,8,16kB,8,2MB,0.491155,791,2205.6,False,0.343863,0.341565
MinorCPU,2,inactive,8,32kB,2,512kB,0.491155,792,684.8,True,0.301848,0.294504
MinorCPU,2,inactive,8,32kB,2,1MB,0.491155,793,1196.8,True,0.321698,0.317576
MinorCPU,2,inactive,8,32kB,2,2MB,0.491155,794,2220.8,False,0.343869,0.341565
MinorCPU,2,inactive,8,32kB,4,512kB,0.491155,795,685.6,True,0.301896,0.294266
MinorCPU,2,inactive,8,32kB,4,1MB,0.491155,796,1197.6,True,0.321698,0.317252
MinorCPU,2,inactive,8,32kB,4,2MB,0.491155,797,2221.6,False,0.343863,0.341565
MinorCPU,2,inactive,8,32kB,8,512kB,0.491155,798,687.2,True,0.301817,0.293781
MinorCPU,2,inactive,8,32kB,8,1MB,0.491155,799,1199.2,True,0.321659,0.316644
MinorCPU,2,inactive,8,32kB,8,2MB,0.491155,800,2223.2,False,0.343863,0.341563
MinorCPU,2,inactive,8,64kB,2,512kB,0.491261,801,717.6,True,0.302492,0.295677
MinorCPU,2,inactive,8,64kB,2,1MB,0.491261,802,1229.6,True,0.322294,0.318664
MinorCPU,2,inactive,8,64kB,2,2MB,0.491261,803,2253.6,False,0.343923,0.341577
MinorCPU,2,inactive,8,64kB,4,512kB,0.491269,804,719.2,True,0.30245,0.295516
MinorCPU,2,inactive,8,64kB,4,1MB,0.491269,805,1231.2,True,0.322285,0.318555
MinorCPU,2,inactive,8,64kB,4,2MB,0.491269,806,2255.2,False,0.343923,0.341589
MinorCPU,2,inactive,8,64kB,8,512kB,0.491269,807,722.4,True,0.302419,0.294649
MinorCPU,2,inactive,8,64kB,8,1MB,0.491269,808,1234.4,True,0.322224,0.317568
MinorCPU,2,inactive,8,64kB,8,2MB,0.491269,809,2258.4,False,0.343923,0.341586
MinorCPU,4,inactive,2,16kB,2,512kB,0.501047,810,738.4,True,0.305224,0.297384
MinorCPU,4,inactive,2,16kB,2,1MB,0.501047,811,1250.4,True,0.325763,0.320906
MinorCPU,4,inactive,2,16kB,2,2MB,0.501047,812,2274.4,False,0.348822,0.346326
MinorCPU,4,inactive,2,16kB,4,512kB,0.501241,813,738.8,True,0.305333,0.297391
MinorCPU,4,inactive,2,16kB,4,1MB,0.501241,814,1250.8,True,0.325763,0.32086
MinorCPU,4,inactive,2,16kB,4,2MB,0.501241,815,2274.8,False,0.348894,0.346481
MinorCPU,4,inactive,2,16kB,8,512kB,0.501241,816,739.6,True,0.305333,0.297376
MinorCPU,4,inactive,2,16kB,8,1MB,0.501241,817,1251.6,True,0.325817,0.320737
MinorCPU,4,inactive,2,16kB,8,2MB,0.501241,818,2275.6,False,0.348894,0.346481
MinorCPU,4,inactive,2,32kB,2,512kB,0.501241,819,754.8,True,0.305533,0.298245
MinorCPU,4,inactive,2,32kB,2,1MB,0.501241,820,1266.8,True,0.326005,0.321863
MinorCPU,4,inactive,2,32kB,2,2MB,0.501241,821,2290.8,False,0.348894,0.346481
MinorCPU,4,inactive,2,32kB,4,512kB,0.501241,822,755.6,True,0.305475,0.298063
MinorCPU,4,inactive,2,32kB,4,1MB,0.501241,823,1267.6,True,0.325972,0.321526
MinorCPU,4,inactive,2,32kB,4,2MB,0.501241,824,2291.6,False,0.348894,0.346481
MinorCPU,4,inactive,2,32kB,8,512kB,0.501241,825,757.2,True,0.305454,0.297507
MinorCPU,4,inactive,2,32kB,8,1MB,0.501241,826,1269.2,True,0.325967,0.320906
MinorCPU,4,inactive,2,32kB,8,2MB,0.501241,827,2293.2,False,0.348894,0.346479
MinorCPU,4,inactive,2,64kB,2,512kB,0.501346,828,787.6,True,0.306097,0.299574
MinorCPU,4,inactive,2,64kB,2,1MB,0.501346,829,1299.6,True,0.326504,0.323134
MinorCPU,4,inactive,2,64kB,2,2MB,0.501346,830,2323.6,False,0.348926,0.346493
MinorCPU,4,inactive,2,64kB,4,512kB,0.501346,831,789.2,True,0.306078,0.299419
MinorCPU,4,inactive,2,64kB,4,1MB,0.501346,832,1301.2,True,0.326405,0.322935
MinorCPU,4,inactive,2,64kB,4,2MB,0.501346,833,2325.2,False,0.348926,0.346505
MinorCPU,4,inactive,2,64kB,8,512kB,0.501346,834,792.4,True,0.305991,0.298649
MinorCPU,4,inactive,2,64kB,8,1MB,0.501346,835,1304.4,True,0.326454,0.321964
MinorCPU,4,inactive,2,64kB,8,2MB,0.501346,836,2328.4,False,0.348919,0.346503
MinorCPU,4,inactive,4,16kB,2,512kB,0.501047,837,748.4,True,0.305224,0.297384
MinorCPU,4,inactive,4,16kB,2,1MB,0.501047,838,1260.4,True,0.325763,0.320906
MinorCPU,4,inactive,4,16kB,2,2MB,0.501047,839,2284.4,False,0.348822,0.346326
MinorCPU,4,inactive,4,16kB,4,512kB,0.501241,840,748.8,True,0.305333,0.297391
MinorCPU,4,inactive,4,16kB,4,1MB,0.501241,841,1260.8,True,0.325763,0.32086
MinorCPU,4,inactive,4,16kB,4,2MB,0.501241,842,2284.8,False,0.348894,0.346481
MinorCPU,4,inactive,4,16kB,8,512kB,0.501241,843,749.6,True,0.305333,0.297376
MinorCPU,4,inactive,4,16kB,8,1MB,0.501241,844,1261.6,True,0.325817,0.320737
MinorCPU,4,inactive,4,16kB,8,2MB,0.501241,845,2285.6,False,0.348894,0.346481
MinorCPU,4,inactive,4,32kB,2,512kB,0.501241,846,764.8,True,0.305533,0.298245
MinorCPU,4,inactive,4,32kB,2,1MB,0.501241,847,1276.8,True,0.326005,0.321863
MinorCPU,4,inactive,4,32kB,2,2MB,0.501241,848,2300.8,False,0.348894,0.346481
MinorCPU,4,inactive,4,32kB,4,512kB,0.501241,849,765.6,True,0.305475,0.298063
