core_type,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc_compute,config_id,cost,is_feasible,ipc_latency,ipc_concurrency
DerivO3CPU,4,32,4,32kB,2,2MB,1.042424,281,2348.8,False,0.607154,0.636158
DerivO3CPU,4,32,4,32kB,4,512kB,1.042424,282,813.6,True,0.478526,0.567478
DerivO3CPU,4,32,4,32kB,4,1MB,1.042424,283,1325.6,True,0.536272,0.594802
DerivO3CPU,4,32,4,32kB,4,2MB,1.042424,284,2349.6,False,0.607149,0.636158
DerivO3CPU,4,32,4,32kB,8,512kB,1.042424,285,815.2,True,0.47841,0.567177
DerivO3CPU,4,32,4,32kB,8,1MB,1.042424,286,1327.2,True,0.536235,0.594894
DerivO3CPU,4,32,4,32kB,8,2MB,1.042424,287,2351.2,False,0.607149,0.636158
DerivO3CPU,4,32,4,64kB,2,512kB,1.042511,288,845.6,True,0.480997,0.570277
DerivO3CPU,4,32,4,64kB,2,1MB,1.042511,289,1357.6,True,0.537968,0.597389
DerivO3CPU,4,32,4,64kB,2,2MB,1.042511,290,2381.6,False,0.607314,0.636158
DerivO3CPU,4,32,4,64kB,4,512kB,1.042573,291,847.2,True,0.480804,0.570083
DerivO3CPU,4,32,4,64kB,4,1MB,1.042573,292,1359.2,True,0.537891,0.596941
DerivO3CPU,4,32,4,64kB,4,2MB,1.042573,293,2383.2,False,0.607307,0.636156
DerivO3CPU,4,32,4,64kB,8,512kB,1.042573,294,850.4,True,0.480458,0.569459
DerivO3CPU,4,32,4,64kB,8,1MB,1.042573,295,1362.4,True,0.537597,0.596724
DerivO3CPU,4,32,4,64kB,8,2MB,1.042573,296,2386.4,False,0.607305,0.636158
DerivO3CPU,4,32,8,16kB,2,512kB,1.042424,297,816.4,True,0.478106,0.57478
DerivO3CPU,4,32,8,16kB,2,1MB,1.042424,298,1328.4,True,0.535213,0.593996
DerivO3CPU,4,32,8,16kB,2,2MB,1.042424,299,2352.4,False,0.607137,0.636489
DerivO3CPU,4,32,8,16kB,4,512kB,1.042424,300,816.8,True,0.478044,0.574207
DerivO3CPU,4,32,8,16kB,4,1MB,1.042424,301,1328.8,True,0.535179,0.594037
DerivO3CPU,4,32,8,16kB,4,2MB,1.042424,302,2352.8,False,0.607137,0.636487
DerivO3CPU,4,32,8,16kB,8,512kB,1.042424,303,817.6,True,0.478044,0.574773
DerivO3CPU,4,32,8,16kB,8,1MB,1.042424,304,1329.6,True,0.535244,0.593978
DerivO3CPU,4,32,8,16kB,8,2MB,1.042424,305,2353.6,False,0.607137,0.636484
DerivO3CPU,4,32,8,32kB,2,512kB,1.042424,306,832.8,True,0.478437,0.57654
DerivO3CPU,4,32,8,32kB,2,1MB,1.042424,307,1344.8,True,0.536187,0.595143
DerivO3CPU,4,32,8,32kB,2,2MB,1.042424,308,2368.8,False,0.607154,0.63649
DerivO3CPU,4,32,8,32kB,4,512kB,1.042424,309,833.6,True,0.478526,0.576641
DerivO3CPU,4,32,8,32kB,4,1MB,1.042424,310,1345.6,True,0.536272,0.595013
DerivO3CPU,4,32,8,32kB,4,2MB,1.042424,311,2369.6,False,0.607149,0.63649
DerivO3CPU,4,32,8,32kB,8,512kB,1.042424,312,835.2,True,0.47841,0.57673
DerivO3CPU,4,32,8,32kB,8,1MB,1.042424,313,1347.2,True,0.536235,0.594804
DerivO3CPU,4,32,8,32kB,8,2MB,1.042424,314,2371.2,False,0.607149,0.63649
DerivO3CPU,4,32,8,64kB,2,512kB,1.042511,315,865.6,True,0.480997,0.580486
DerivO3CPU,4,32,8,64kB,2,1MB,1.042511,316,1377.6,True,0.537968,0.597248
DerivO3CPU,4,32,8,64kB,2,2MB,1.042511,317,2401.6,False,0.607314,0.636511
DerivO3CPU,4,32,8,64kB,4,512kB,1.042573,318,867.2,True,0.480804,0.578795
DerivO3CPU,4,32,8,64kB,4,1MB,1.042573,319,1379.2,True,0.537891,0.59716
DerivO3CPU,4,32,8,64kB,4,2MB,1.042573,320,2403.2,False,0.607307,0.636511
DerivO3CPU,4,32,8,64kB,8,512kB,1.042573,321,870.4,True,0.480458,0.578728
DerivO3CPU,4,32,8,64kB,8,1MB,1.042573,322,1382.4,True,0.537597,0.596722
DerivO3CPU,4,32,8,64kB,8,2MB,1.042573,323,2406.4,False,0.607305,0.636511
DerivO3CPU,4,64,2,16kB,2,512kB,1.0518,324,834.4,True,0.479898,0.531322
DerivO3CPU,4,64,2,16kB,2,1MB,1.0518,325,1346.4,True,0.537653,0.57857
DerivO3CPU,4,64,2,16kB,2,2MB,1.0518,326,2370.4,False,0.609916,0.631605
DerivO3CPU,4,64,2,16kB,4,512kB,1.051877,327,834.8,True,0.479812,0.531057
DerivO3CPU,4,64,2,16kB,4,1MB,1.051877,328,1346.8,True,0.537745,0.578329
DerivO3CPU,4,64,2,16kB,4,2MB,1.051877,329,2370.8,False,0.609916,0.631605
DerivO3CPU,4,64,2,16kB,8,512kB,1.052753,330,835.6,True,0.480083,0.531298
DerivO3CPU,4,64,2,16kB,8,1MB,1.052753,331,1347.6,True,0.537507,0.578732
DerivO3CPU,4,64,2,16kB,8,2MB,1.052753,332,2371.6,False,0.609958,0.631718
DerivO3CPU,4,64,2,32kB,2,512kB,1.052753,333,850.8,True,0.480841,0.533468
DerivO3CPU,4,64,2,32kB,2,1MB,1.052753,334,1362.8,True,0.538247,0.580605
DerivO3CPU,4,64,2,32kB,2,2MB,1.052753,335,2386.8,False,0.609974,0.631718
DerivO3CPU,4,64,2,32kB,4,512kB,1.052752,336,851.6,True,0.481078,0.53303
DerivO3CPU,4,64,2,32kB,4,1MB,1.052752,337,1363.6,True,0.538228,0.580324
DerivO3CPU,4,64,2,32kB,4,2MB,1.052752,338,2387.6,False,0.60997,0.631718
DerivO3CPU,4,64,2,32kB,8,512kB,1.052753,339,853.2,True,0.480989,0.532363
DerivO3CPU,4,64,2,32kB,8,1MB,1.052753,340,1365.2,True,0.538075,0.57977
DerivO3CPU,4,64,2,32kB,8,2MB,1.052753,341,2389.2,False,0.60997,0.631718
DerivO3CPU,4,64,2,64kB,2,512kB,1.05288,342,883.6,True,0.48293,0.535724
DerivO3CPU,4,64,2,64kB,2,1MB,1.05288,343,1395.6,True,0.540022,0.5834
DerivO3CPU,4,64,2,64kB,2,2MB,1.05288,344,2419.6,False,0.61003,0.631718
DerivO3CPU,4,64,2,64kB,4,512kB,1.052887,345,885.2,True,0.482919,0.535614
DerivO3CPU,4,64,2,64kB,4,1MB,1.052887,346,1397.2,True,0.539997,0.58286
DerivO3CPU,4,64,2,64kB,4,2MB,1.052887,347,2421.2,False,0.610024,0.631718
DerivO3CPU,4,64,2,64kB,8,512kB,1.052887,348,888.4,True,0.482518,0.534593
DerivO3CPU,4,64,2,64kB,8,1MB,1.052887,349,1400.4,True,0.539878,0.581753
DerivO3CPU,4,64,2,64kB,8,2MB,1.052887,350,2424.4,False,0.610022,0.631718
DerivO3CPU,4,64,4,16kB,2,512kB,1.052857,351,844.4,True,0.48017,0.568665
DerivO3CPU,4,64,4,16kB,2,1MB,1.052857,352,1356.4,True,0.537523,0.597156
DerivO3CPU,4,64,4,16kB,2,2MB,1.052857,353,2380.4,False,0.609975,0.639025
DerivO3CPU,4,64,4,16kB,4,512kB,1.052866,354,844.8,True,0.48017,0.568638
DerivO3CPU,4,64,4,16kB,4,1MB,1.052866,355,1356.8,True,0.53734,0.597051
DerivO3CPU,4,64,4,16kB,4,2MB,1.052866,356,2380.8,False,0.609975,0.639024
DerivO3CPU,4,64,4,16kB,8,512kB,1.052866,357,845.6,True,0.480113,0.56858
DerivO3CPU,4,64,4,16kB,8,1MB,1.052866,358,1357.6,True,0.537558,0.597091
DerivO3CPU,4,64,4,16kB,8,2MB,1.052866,359,2381.6,False,0.609975,0.639026
DerivO3CPU,4,64,4,32kB,2,512kB,1.052866,360,860.8,True,0.480868,0.570182
DerivO3CPU,4,64,4,32kB,2,1MB,1.052866,361,1372.8,True,0.538295,0.598036
DerivO3CPU,4,64,4,32kB,2,2MB,1.052866,362,2396.8,False,0.609992,0.639025
DerivO3CPU,4,64,4,32kB,4,512kB,1.052865,363,861.6,True,0.481108,0.569815
DerivO3CPU,4,64,4,32kB,4,1MB,1.052865,364,1373.6,True,0.538276,0.59774
DerivO3CPU,4,64,4,32kB,4,2MB,1.052865,365,2397.6,False,0.609987,0.639029
DerivO3CPU,4,64,4,32kB,8,512kB,1.052866,366,863.2,True,0.48102,0.569649
DerivO3CPU,4,64,4,32kB,8,1MB,1.052866,367,1375.2,True,0.538111,0.597686
DerivO3CPU,4,64,4,32kB,8,2MB,1.052866,368,2399.2,False,0.609987,0.639026
DerivO3CPU,4,64,4,64kB,2,512kB,1.052992,369,893.6,True,0.482959,0.572317
DerivO3CPU,4,64,4,64kB,2,1MB,1.052992,370,1405.6,True,0.540073,0.59979
DerivO3CPU,4,64,4,64kB,2,2MB,1.052992,371,2429.6,False,0.610047,0.639025
DerivO3CPU,4,64,4,64kB,4,512kB,1.053,372,895.2,True,0.482948,0.571901
DerivO3CPU,4,64,4,64kB,4,1MB,1.053,373,1407.2,True,0.540048,0.599363
DerivO3CPU,4,64,4,64kB,4,2MB,1.053,374,2431.2,False,0.610041,0.639043
DerivO3CPU,4,64,4,64kB,8,512kB,1.053,375,898.4,True,0.482619,0.571417
DerivO3CPU,4,64,4,64kB,8,1MB,1.053,376,1410.4,True,0.539929,0.598975
DerivO3CPU,4,64,4,64kB,8,2MB,1.053,377,2434.4,False,0.610039,0.639029
DerivO3CPU,4,64,8,16kB,2,512kB,1.052857,378,864.4,True,0.480172,0.577794
DerivO3CPU,4,64,8,16kB,2,1MB,1.052857,379,1376.4,True,0.537523,0.597209
DerivO3CPU,4,64,8,16kB,2,2MB,1.052857,380,2400.4,False,0.609975,0.639501
DerivO3CPU,4,64,8,16kB,4,512kB,1.052866,381,864.8,True,0.480172,0.577922
DerivO3CPU,4,64,8,16kB,4,1MB,1.052866,382,1376.8,True,0.53734,0.597051
DerivO3CPU,4,64,8,16kB,4,2MB,1.052866,383,2400.8,False,0.609975,0.639501
DerivO3CPU,4,64,8,16kB,8,512kB,1.052866,384,865.6,True,0.480113,0.578236
DerivO3CPU,4,64,8,16kB,8,1MB,1.052866,385,1377.6,True,0.537558,0.597141
DerivO3CPU,4,64,8,16kB,8,2MB,1.052866,386,2401.6,False,0.609975,0.639501
DerivO3CPU,4,64,8,32kB,2,512kB,1.052866,387,880.8,True,0.480868,0.579679
DerivO3CPU,4,64,8,32kB,2,1MB,1.052866,388,1392.8,True,0.538295,0.597881
DerivO3CPU,4,64,8,32kB,2,2MB,1.052866,389,2416.8,False,0.609992,0.639501
DerivO3CPU,4,64,8,32kB,4,512kB,1.052865,390,881.6,True,0.481108,0.578998
DerivO3CPU,4,64,8,32kB,4,1MB,1.052865,391,1393.6,True,0.538276,0.597783
DerivO3CPU,4,64,8,32kB,4,2MB,1.052865,392,2417.6,False,0.609987,0.639501
DerivO3CPU,4,64,8,32kB,8,512kB,1.052866,393,883.2,True,0.48102,0.579583
DerivO3CPU,4,64,8,32kB,8,1MB,1.052866,394,1395.2,True,0.538111,0.597589
DerivO3CPU,4,64,8,32kB,8,2MB,1.052866,395,2419.2,False,0.609987,0.639501
DerivO3CPU,4,64,8,64kB,2,512kB,1.052992,396,913.6,True,0.482959,0.580258
DerivO3CPU,4,64,8,64kB,2,1MB,1.052992,397,1425.6,True,0.540073,0.59974
DerivO3CPU,4,64,8,64kB,2,2MB,1.052992,398,2449.6,False,0.610047,0.639501
DerivO3CPU,4,64,8,64kB,4,512kB,1.053,399,915.2,True,0.482948,0.580248
DerivO3CPU,4,64,8,64kB,4,1MB,1.053,400,1427.2,True,0.540048,0.599562
DerivO3CPU,4,64,8,64kB,4,2MB,1.053,401,2451.2,False,0.610041,0.639529
DerivO3CPU,4,64,8,64kB,8,512kB,1.053,402,918.4,True,0.482619,0.581776
DerivO3CPU,4,64,8,64kB,8,1MB,1.053,403,1430.4,True,0.539929,0.59912
DerivO3CPU,4,64,8,64kB,8,2MB,1.053,404,2454.4,False,0.610039,0.639501
DerivO3CPU,4,128,2,16kB,2,512kB,1.060022,405,930.4,True,0.48157,0.533221
DerivO3CPU,4,128,2,16kB,2,1MB,1.060022,406,1442.4,True,0.53938,0.580798
DerivO3CPU,4,128,2,16kB,2,2MB,1.060022,407,2466.4,False,0.612311,0.63404
DerivO3CPU,4,128,2,16kB,4,512kB,1.060354,408,930.8,True,0.481561,0.532935
DerivO3CPU,4,128,2,16kB,4,1MB,1.060354,409,1442.8,True,0.53963,0.580863
DerivO3CPU,4,128,2,16kB,4,2MB,1.060354,410,2466.8,False,0.612443,0.63421
DerivO3CPU,4,128,2,16kB,8,512kB,1.060353,411,931.6,True,0.481428,0.532863
DerivO3CPU,4,128,2,16kB,8,1MB,1.060353,412,1443.6,True,0.539717,0.580675
DerivO3CPU,4,128,2,16kB,8,2MB,1.060353,413,2467.6,False,0.612443,0.63421
DerivO3CPU,4,128,2,32kB,2,512kB,1.060353,414,946.8,True,0.482341,0.535008
DerivO3CPU,4,128,2,32kB,2,1MB,1.060353,415,1458.8,True,0.540131,0.582598
DerivO3CPU,4,128,2,32kB,2,2MB,1.060353,416,2482.8,False,0.612459,0.63421
DerivO3CPU,4,128,2,32kB,4,512kB,1.060352,417,947.6,True,0.482279,0.534647
DerivO3CPU,4,128,2,32kB,4,1MB,1.060352,418,1459.6,True,0.540204,0.582126
DerivO3CPU,4,128,2,32kB,4,2MB,1.060352,419,2483.6,False,0.612455,0.63421
DerivO3CPU,4,128,2,32kB,8,512kB,1.060353,420,949.2,True,0.482226,0.533952
DerivO3CPU,4,128,2,32kB,8,1MB,1.060353,421,1461.2,True,0.540036,0.581535
DerivO3CPU,4,128,2,32kB,8,2MB,1.060353,422,2485.2,False,0.612455,0.63421
DerivO3CPU,4,128,2,64kB,2,512kB,1.060455,423,979.6,True,0.483898,0.537913
DerivO3CPU,4,128,2,64kB,2,1MB,1.060455,424,1491.6,True,0.542195,0.585452
DerivO3CPU,4,128,2,64kB,2,2MB,1.060455,425,2515.6,False,0.612516,0.63421
DerivO3CPU,4,128,2,64kB,4,512kB,1.060455,426,981.2,True,0.483784,0.537453
DerivO3CPU,4,128,2,64kB,4,1MB,1.060455,427,1493.2,True,0.541996,0.585056
DerivO3CPU,4,128,2,64kB,4,2MB,1.060455,428,2517.2,False,0.612509,0.63421
DerivO3CPU,4,128,2,64kB,8,512kB,1.060455,429,984.4,True,0.48347,0.5366
DerivO3CPU,4,128,2,64kB,8,1MB,1.060455,430,1496.4,True,0.541766,0.583671
DerivO3CPU,4,128,2,64kB,8,2MB,1.060455,431,2520.4,False,0.612507,0.63421
DerivO3CPU,4,128,4,16kB,2,512kB,1.060901,432,940.4,True,0.481461,0.570785
DerivO3CPU,4,128,4,16kB,2,1MB,1.060901,433,1452.4,True,0.539211,0.598623
DerivO3CPU,4,128,4,16kB,2,2MB,1.060901,434,2476.4,False,0.612541,0.641838
DerivO3CPU,4,128,4,16kB,4,512kB,1.060909,435,940.8,True,0.481409,0.570696
DerivO3CPU,4,128,4,16kB,4,1MB,1.060909,436,1452.8,True,0.53938,0.598616
DerivO3CPU,4,128,4,16kB,4,2MB,1.060909,437,2476.8,False,0.612541,0.641837
DerivO3CPU,4,128,4,16kB,8,512kB,1.060904,438,941.6,True,0.481377,0.570668
DerivO3CPU,4,128,4,16kB,8,1MB,1.060904,439,1453.6,True,0.539347,0.598654
DerivO3CPU,4,128,4,16kB,8,2MB,1.060904,440,2477.6,False,0.612541,0.641837
DerivO3CPU,4,128,4,32kB,2,512kB,1.060904,441,956.8,True,0.482686,0.571963
DerivO3CPU,4,128,4,32kB,2,1MB,1.060904,442,1468.8,True,0.540292,0.599341
DerivO3CPU,4,128,4,32kB,2,2MB,1.060904,443,2492.8,False,0.612558,0.641838
DerivO3CPU,4,128,4,32kB,4,512kB,1.060903,444,957.6,True,0.482722,0.571662
DerivO3CPU,4,128,4,32kB,4,1MB,1.060903,445,1469.6,True,0.540267,0.599237
DerivO3CPU,4,128,4,32kB,4,2MB,1.060903,446,2493.6,False,0.612553,0.64183
DerivO3CPU,4,128,4,32kB,8,512kB,1.060904,447,959.2,True,0.482518,0.571496
DerivO3CPU,4,128,4,32kB,8,1MB,1.060904,448,1471.2,True,0.540201,0.599106
DerivO3CPU,4,128,4,32kB,8,2MB,1.060904,449,2495.2,False,0.612553,0.641816
DerivO3CPU,4,128,4,64kB,2,512kB,1.061016,450,989.6,True,0.484424,0.57416
DerivO3CPU,4,128,4,64kB,2,1MB,1.061016,451,1501.6,False,0.542386,0.601523
DerivO3CPU,4,128,4,64kB,2,2MB,1.061016,452,2525.6,False,0.612615,0.641838
DerivO3CPU,4,128,4,64kB,4,512kB,1.061016,453,991.2,True,0.484557,0.573898
DerivO3CPU,4,128,4,64kB,4,1MB,1.061016,454,1503.2,False,0.54244,0.60126
DerivO3CPU,4,128,4,64kB,4,2MB,1.061016,455,2527.2,False,0.612608,0.641817
DerivO3CPU,4,128,4,64kB,8,512kB,1.061016,456,994.4,True,0.484252,0.57331
DerivO3CPU,4,128,4,64kB,8,1MB,1.061016,457,1506.4,False,0.542148,0.600992
DerivO3CPU,4,128,4,64kB,8,2MB,1.061016,458,2530.4,False,0.612606,0.641827
DerivO3CPU,4,128,8,16kB,2,512kB,1.060918,459,960.4,True,0.481469,0.579543
DerivO3CPU,4,128,8,16kB,2,1MB,1.060918,460,1472.4,True,0.539216,0.59889
DerivO3CPU,4,128,8,16kB,2,2MB,1.060918,461,2496.4,False,0.612554,0.642186
DerivO3CPU,4,128,8,16kB,4,512kB,1.060918,462,960.8,True,0.481416,0.579224
DerivO3CPU,4,128,8,16kB,4,1MB,1.060918,463,1472.8,True,0.53938,0.598909
DerivO3CPU,4,128,8,16kB,4,2MB,1.060918,464,2496.8,False,0.612554,0.642184
DerivO3CPU,4,128,8,16kB,8,512kB,1.060918,465,961.6,True,0.481384,0.578885
DerivO3CPU,4,128,8,16kB,8,1MB,1.060918,466,1473.6,True,0.539362,0.598666
DerivO3CPU,4,128,8,16kB,8,2MB,1.060918,467,2497.6,False,0.612554,0.642183
DerivO3CPU,4,128,8,32kB,2,512kB,1.060918,468,976.8,True,0.482694,0.581328
DerivO3CPU,4,128,8,32kB,2,1MB,1.060918,469,1488.8,True,0.540301,0.599535
DerivO3CPU,4,128,8,32kB,2,2MB,1.060918,470,2512.8,False,0.61257,0.642186
DerivO3CPU,4,128,8,32kB,4,512kB,1.060918,471,977.6,True,0.48273,0.581119
DerivO3CPU,4,128,8,32kB,4,1MB,1.060918,472,1489.6,True,0.540277,0.599388
DerivO3CPU,4,128,8,32kB,4,2MB,1.060918,473,2513.6,False,0.612566,0.642186
DerivO3CPU,4,128,8,32kB,8,512kB,1.060918,474,979.2,True,0.482599,0.58015
DerivO3CPU,4,128,8,32kB,8,1MB,1.060918,475,1491.2,True,0.54021,0.599279
DerivO3CPU,4,128,8,32kB,8,2MB,1.060918,476,2515.2,False,0.612566,0.642186
DerivO3CPU,4,128,8,64kB,2,512kB,1.061093,477,1009.6,True,0.484431,0.583293
DerivO3CPU,4,128,8,64kB,2,1MB,1.061093,478,1521.6,False,0.542396,0.601576
DerivO3CPU,4,128,8,64kB,2,2MB,1.061093,479,2545.6,False,0.612627,0.642203
DerivO3CPU,4,128,8,64kB,4,512kB,1.061095,480,1011.2,True,0.484565,0.582329
DerivO3CPU,4,128,8,64kB,4,1MB,1.061095,481,1523.2,False,0.54245,0.601413
DerivO3CPU,4,128,8,64kB,4,2MB,1.061095,482,2547.2,False,0.61262,0.642203
DerivO3CPU,4,128,8,64kB,8,512kB,1.061095,483,1014.4,True,0.48426,0.583541
DerivO3CPU,4,128,8,64kB,8,1MB,1.061095,484,1526.4,False,0.542158,0.600875
DerivO3CPU,4,128,8,64kB,8,2MB,1.061095,485,2550.4,False,0.612618,0.642199
DerivO3CPU,8,32,2,16kB,2,512kB,1.048043,486,986.4,True,0.479716,0.530682
DerivO3CPU,8,32,2,16kB,2,1MB,1.048043,487,1498.4,True,0.536717,0.578019
DerivO3CPU,8,32,2,16kB,2,2MB,1.048043,488,2522.4,False,0.608623,0.630582
DerivO3CPU,8,32,2,16kB,4,512kB,1.048445,489,986.8,True,0.479068,0.531034
DerivO3CPU,8,32,2,16kB,4,1MB,1.048445,490,1498.8,True,0.536633,0.577899
DerivO3CPU,8,32,2,16kB,4,2MB,1.048445,491,2522.8,False,0.608772,0.630653
DerivO3CPU,8,32,2,16kB,8,512kB,1.048445,492,987.6,True,0.479068,0.530947
DerivO3CPU,8,32,2,16kB,8,1MB,1.048445,493,1499.6,True,0.536578,0.577774
DerivO3CPU,8,32,2,16kB,8,2MB,1.048445,494,2523.6,False,0.608772,0.63065
DerivO3CPU,8,32,2,32kB,2,512kB,1.048445,495,1002.8,True,0.48043,0.53185
DerivO3CPU,8,32,2,32kB,2,1MB,1.048445,496,1514.8,False,0.537531,0.579417
DerivO3CPU,8,32,2,32kB,2,2MB,1.048445,497,2538.8,False,0.608791,0.630653
DerivO3CPU,8,32,2,32kB,4,512kB,1.048444,498,1003.6,True,0.480461,0.53139
DerivO3CPU,8,32,2,32kB,4,1MB,1.048444,499,1515.6,False,0.53766,0.578705
DerivO3CPU,8,32,2,32kB,4,2MB,1.048444,500,2539.6,False,0.608791,0.630653
DerivO3CPU,8,32,2,32kB,8,512kB,1.048445,501,1005.2,True,0.480505,0.530947
DerivO3CPU,8,32,2,32kB,8,1MB,1.048445,502,1517.2,False,0.537545,0.578441
DerivO3CPU,8,32,2,32kB,8,2MB,1.048445,503,2541.2,False,0.608791,0.630653
DerivO3CPU,8,32,2,64kB,2,512kB,1.048542,504,1035.6,True,0.481948,0.535203
DerivO3CPU,8,32,2,64kB,2,1MB,1.048542,505,1547.6,False,0.538984,0.582487
DerivO3CPU,8,32,2,64kB,2,2MB,1.048542,506,2571.6,False,0.608966,0.63071
DerivO3CPU,8,32,2,64kB,4,512kB,1.048542,507,1037.2,True,0.481939,0.534668
DerivO3CPU,8,32,2,64kB,4,1MB,1.048542,508,1549.2,False,0.538906,0.581731
DerivO3CPU,8,32,2,64kB,4,2MB,1.048542,509,2573.2,False,0.608959,0.63071
DerivO3CPU,8,32,2,64kB,8,512kB,1.048542,510,1040.4,True,0.481546,0.533625
DerivO3CPU,8,32,2,64kB,8,1MB,1.048542,511,1552.4,False,0.538614,0.580688
DerivO3CPU,8,32,2,64kB,8,2MB,1.048542,512,2576.4,False,0.608957,0.63071
DerivO3CPU,8,32,4,16kB,2,512kB,1.048105,513,996.4,True,0.479989,0.567524
DerivO3CPU,8,32,4,16kB,2,1MB,1.048105,514,1508.4,False,0.536594,0.595562
DerivO3CPU,8,32,4,16kB,2,2MB,1.048105,515,2532.4,False,0.608772,0.63786
DerivO3CPU,8,32,4,16kB,4,512kB,1.048703,516,996.8,True,0.479758,0.567295
DerivO3CPU,8,32,4,16kB,4,1MB,1.048703,517,1508.8,False,0.536666,0.595694
DerivO3CPU,8,32,4,16kB,4,2MB,1.048703,518,2532.8,False,0.60902,0.638089
DerivO3CPU,8,32,4,16kB,8,512kB,1.048773,519,997.6,True,0.479195,0.567266
DerivO3CPU,8,32,4,16kB,8,1MB,1.048773,520,1509.6,False,0.536718,0.595974
DerivO3CPU,8,32,4,16kB,8,2MB,1.048773,521,2533.6,False,0.60902,0.638092
DerivO3CPU,8,32,4,32kB,2,512kB,1.048773,522,1012.8,True,0.480461,0.569043
DerivO3CPU,8,32,4,32kB,2,1MB,1.048773,523,1524.8,False,0.537692,0.59706
DerivO3CPU,8,32,4,32kB,2,2MB,1.048773,524,2548.8,False,0.609037,0.638091
DerivO3CPU,8,32,4,32kB,4,512kB,1.048773,525,1013.6,True,0.480479,0.568834
DerivO3CPU,8,32,4,32kB,4,1MB,1.048773,526,1525.6,False,0.537692,0.596842
DerivO3CPU,8,32,4,32kB,4,2MB,1.048773,527,2549.6,False,0.609032,0.638082
DerivO3CPU,8,32,4,32kB,8,512kB,1.048773,528,1015.2,True,0.480523,0.568637
DerivO3CPU,8,32,4,32kB,8,1MB,1.048773,529,1527.2,False,0.537649,0.596854
DerivO3CPU,8,32,4,32kB,8,2MB,1.048773,530,2551.2,False,0.609032,0.638092
DerivO3CPU,8,32,4,64kB,2,512kB,1.048975,531,1045.6,True,0.481885,0.571297
DerivO3CPU,8,32,4,64kB,2,1MB,1.048975,532,1557.6,False,0.539153,0.598668
DerivO3CPU,8,32,4,64kB,2,2MB,1.048975,533,2581.6,False,0.609093,0.638226
DerivO3CPU,8,32,4,64kB,4,512kB,1.048975,534,1047.2,True,0.481762,0.570991
DerivO3CPU,8,32,4,64kB,4,1MB,1.048975,535,1559.2,False,0.538978,0.59841
DerivO3CPU,8,32,4,64kB,4,2MB,1.048975,536,2583.2,False,0.609086,0.638206
DerivO3CPU,8,32,4,64kB,8,512kB,1.048975,537,1050.4,True,0.481516,0.570576
DerivO3CPU,8,32,4,64kB,8,1MB,1.048975,538,1562.4,False,0.538802,0.597975
DerivO3CPU,8,32,4,64kB,8,2MB,1.048975,539,2586.4,False,0.609084,0.638236
DerivO3CPU,8,32,8,16kB,2,512kB,1.048105,540,1016.4,True,0.479989,0.577098
DerivO3CPU,8,32,8,16kB,2,1MB,1.048105,541,1528.4,False,0.536594,0.595536
DerivO3CPU,8,32,8,16kB,2,2MB,1.048105,542,2552.4,False,0.608772,0.638303
DerivO3CPU,8,32,8,16kB,4,512kB,1.048703,543,1016.8,True,0.479758,0.577253
DerivO3CPU,8,32,8,16kB,4,1MB,1.048703,544,1528.8,False,0.536666,0.595994
DerivO3CPU,8,32,8,16kB,4,2MB,1.048703,545,2552.8,False,0.60902,0.638531
DerivO3CPU,8,32,8,16kB,8,512kB,1.048773,546,1017.6,True,0.479195,0.575474
DerivO3CPU,8,32,8,16kB,8,1MB,1.048773,547,1529.6,False,0.536718,0.596127
DerivO3CPU,8,32,8,16kB,8,2MB,1.048773,548,2553.6,False,0.60902,0.63853
DerivO3CPU,8,32,8,32kB,2,512kB,1.048773,549,1032.8,True,0.480461,0.578309
DerivO3CPU,8,32,8,32kB,2,1MB,1.048773,550,1544.8,False,0.537692,0.597081
DerivO3CPU,8,32,8,32kB,2,2MB,1.048773,551,2568.8,False,0.609037,0.638547
DerivO3CPU,8,32,8,32kB,4,512kB,1.048773,552,1033.6,True,0.480479,0.578132
DerivO3CPU,8,32,8,32kB,4,1MB,1.048773,553,1545.6,False,0.537692,0.596996
DerivO3CPU,8,32,8,32kB,4,2MB,1.048773,554,2569.6,False,0.609032,0.638543
DerivO3CPU,8,32,8,32kB,8,512kB,1.048773,555,1035.2,True,0.480523,0.578132
DerivO3CPU,8,32,8,32kB,8,1MB,1.048773,556,1547.2,False,0.537649,0.596864
DerivO3CPU,8,32,8,32kB,8,2MB,1.048773,557,2571.2,False,0.609032,0.638536
DerivO3CPU,8,32,8,64kB,2,512kB,1.048975,558,1065.6,True,0.481885,0.580222
DerivO3CPU,8,32,8,64kB,2,1MB,1.048975,559,1577.6,False,0.539153,0.598666
DerivO3CPU,8,32,8,64kB,2,2MB,1.048975,560,2601.6,False,0.609093,0.638701
DerivO3CPU,8,32,8,64kB,4,512kB,1.048975,561,1067.2,True,0.481762,0.579421
DerivO3CPU,8,32,8,64kB,4,1MB,1.048975,562,1579.2,False,0.538978,0.598446
DerivO3CPU,8,32,8,64kB,4,2MB,1.048975,563,2603.2,False,0.609086,0.638701
DerivO3CPU,8,32,8,64kB,8,512kB,1.048975,564,1070.4,True,0.481516,0.579897
DerivO3CPU,8,32,8,64kB,8,1MB,1.048975,565,1582.4,False,0.538802,0.598022
