config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
601,8,64,4,16kB,8,1MB,1.066246
602,8,64,4,16kB,8,2MB,1.066246
603,8,64,4,32kB,2,512kB,1.066246
604,8,64,4,32kB,2,1MB,1.066246
605,8,64,4,32kB,2,2MB,1.066246
606,8,64,4,32kB,4,512kB,1.066246
607,8,64,4,32kB,4,1MB,1.066246
608,8,64,4,32kB,4,2MB,1.066246
609,8,64,4,32kB,8,512kB,1.066246
610,8,64,4,32kB,8,1MB,1.066246
611,8,64,4,32kB,8,2MB,1.066246
612,8,64,4,64kB,2,512kB,1.066392
613,8,64,4,64kB,2,1MB,1.066392
614,8,64,4,64kB,2,2MB,1.066392
615,8,64,4,64kB,4,512kB,1.0664
616,8,64,4,64kB,4,1MB,1.0664
617,8,64,4,64kB,4,2MB,1.0664
618,8,64,4,64kB,8,512kB,1.0664
619,8,64,4,64kB,8,1MB,1.0664
620,8,64,4,64kB,8,2MB,1.0664
621,8,64,8,16kB,2,512kB,1.066246
622,8,64,8,16kB,2,1MB,1.066246
623,8,64,8,16kB,2,2MB,1.066246
624,8,64,8,16kB,4,512kB,1.066292
625,8,64,8,16kB,4,1MB,1.066292
626,8,64,8,16kB,4,2MB,1.066292
627,8,64,8,16kB,8,512kB,1.066246
628,8,64,8,16kB,8,1MB,1.066246
629,8,64,8,16kB,8,2MB,1.066246
630,8,64,8,32kB,2,512kB,1.066246
631,8,64,8,32kB,2,1MB,1.066246
632,8,64,8,32kB,2,2MB,1.066246
633,8,64,8,32kB,4,512kB,1.066246
634,8,64,8,32kB,4,1MB,1.066246
635,8,64,8,32kB,4,2MB,1.066246
636,8,64,8,32kB,8,512kB,1.066246
637,8,64,8,32kB,8,1MB,1.066246
638,8,64,8,32kB,8,2MB,1.066246
639,8,64,8,64kB,2,512kB,1.066392
640,8,64,8,64kB,2,1MB,1.066392
641,8,64,8,64kB,2,2MB,1.066392
642,8,64,8,64kB,4,512kB,1.0664
643,8,64,8,64kB,4,1MB,1.0664
644,8,64,8,64kB,4,2MB,1.0664
645,8,64,8,64kB,8,512kB,1.0664
646,8,64,8,64kB,8,1MB,1.0664
647,8,64,8,64kB,8,2MB,1.0664
648,8,128,2,16kB,2,512kB,1.072323
649,8,128,2,16kB,2,1MB,1.072323
650,8,128,2,16kB,2,2MB,1.072323
651,8,128,2,16kB,4,512kB,1.072571
652,8,128,2,16kB,4,1MB,1.072571
653,8,128,2,16kB,4,2MB,1.072571
654,8,128,2,16kB,8,512kB,1.072572
655,8,128,2,16kB,8,1MB,1.072572
656,8,128,2,16kB,8,2MB,1.072572
657,8,128,2,32kB,2,512kB,1.072572
658,8,128,2,32kB,2,1MB,1.072572
659,8,128,2,32kB,2,2MB,1.072572
660,8,128,2,32kB,4,512kB,1.072571
661,8,128,2,32kB,4,1MB,1.072571
662,8,128,2,32kB,4,2MB,1.072571
663,8,128,2,32kB,8,512kB,1.072572
664,8,128,2,32kB,8,1MB,1.072572
665,8,128,2,32kB,8,2MB,1.072572
666,8,128,2,64kB,2,512kB,1.072711
667,8,128,2,64kB,2,1MB,1.072711
668,8,128,2,64kB,2,2MB,1.072711
669,8,128,2,64kB,4,512kB,1.07271
670,8,128,2,64kB,4,1MB,1.07271
671,8,128,2,64kB,4,2MB,1.07271
672,8,128,2,64kB,8,512kB,1.07271
673,8,128,2,64kB,8,1MB,1.07271
674,8,128,2,64kB,8,2MB,1.07271
675,8,128,4,16kB,2,512kB,1.073018
676,8,128,4,16kB,2,1MB,1.073018
677,8,128,4,16kB,2,2MB,1.073018
678,8,128,4,16kB,4,512kB,1.073099
679,8,128,4,16kB,4,1MB,1.073099
680,8,128,4,16kB,4,2MB,1.073099
681,8,128,4,16kB,8,512kB,1.073032
682,8,128,4,16kB,8,1MB,1.073032
683,8,128,4,16kB,8,2MB,1.073032
684,8,128,4,32kB,2,512kB,1.073032
685,8,128,4,32kB,2,1MB,1.073032
686,8,128,4,32kB,2,2MB,1.073032
687,8,128,4,32kB,4,512kB,1.073032
688,8,128,4,32kB,4,1MB,1.073032
689,8,128,4,32kB,4,2MB,1.073032
690,8,128,4,32kB,8,512kB,1.073032
691,8,128,4,32kB,8,1MB,1.073032
692,8,128,4,32kB,8,2MB,1.073032
693,8,128,4,64kB,2,512kB,1.073206
694,8,128,4,64kB,2,1MB,1.073206
695,8,128,4,64kB,2,2MB,1.073206
696,8,128,4,64kB,4,512kB,1.073213
697,8,128,4,64kB,4,1MB,1.073213
698,8,128,4,64kB,4,2MB,1.073213
699,8,128,4,64kB,8,512kB,1.073213
700,8,128,4,64kB,8,1MB,1.073213
701,8,128,4,64kB,8,2MB,1.073213
702,8,128,8,16kB,2,512kB,1.073064
703,8,128,8,16kB,2,1MB,1.073064
704,8,128,8,16kB,2,2MB,1.073064
705,8,128,8,16kB,4,512kB,1.073144
706,8,128,8,16kB,4,1MB,1.073144
707,8,128,8,16kB,4,2MB,1.073144
708,8,128,8,16kB,8,512kB,1.073077
709,8,128,8,16kB,8,1MB,1.073077
710,8,128,8,16kB,8,2MB,1.073077
711,8,128,8,32kB,2,512kB,1.073077
712,8,128,8,32kB,2,1MB,1.073077
713,8,128,8,32kB,2,2MB,1.073077
714,8,128,8,32kB,4,512kB,1.073077
715,8,128,8,32kB,4,1MB,1.073077
716,8,128,8,32kB,4,2MB,1.073077
717,8,128,8,32kB,8,512kB,1.073077
718,8,128,8,32kB,8,1MB,1.073077
719,8,128,8,32kB,8,2MB,1.073077
720,8,128,8,64kB,2,512kB,1.07325
721,8,128,8,64kB,2,1MB,1.07325
722,8,128,8,64kB,2,2MB,1.07325
723,8,128,8,64kB,4,512kB,1.073252
724,8,128,8,64kB,4,1MB,1.073252
725,8,128,8,64kB,4,2MB,1.073252
726,8,128,8,64kB,8,512kB,1.073252
727,8,128,8,64kB,8,1MB,1.073252
728,8,128,8,64kB,8,2MB,1.073252
