issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,has_l2,l2_size,ipc_compute,config_id,cost,is_feasible,ipc_latency,ipc_concurrency
2,32,8,32kB,4,True,2MB,0.886964,68,2269.6,False,0.599683,0.628508
2,32,8,32kB,8,True,512kB,0.886964,69,735.2,True,0.474635,0.569363
2,32,8,32kB,8,True,1MB,0.886964,70,1247.2,True,0.530311,0.588088
2,32,8,32kB,8,True,2MB,0.886964,71,2271.2,False,0.599683,0.628508
2,32,8,64kB,2,True,512kB,0.8871,72,765.6,True,0.47595,0.571612
2,32,8,64kB,2,True,1MB,0.8871,73,1277.6,True,0.531821,0.589691
2,32,8,64kB,2,True,2MB,0.8871,74,2301.6,False,0.599889,0.628533
2,32,8,64kB,4,True,512kB,0.8871,75,767.2,True,0.475819,0.571794
2,32,8,64kB,4,True,1MB,0.8871,76,1279.2,True,0.531705,0.58965
2,32,8,64kB,4,True,2MB,0.8871,77,2303.2,False,0.599885,0.628533
2,32,8,64kB,8,True,512kB,0.8871,78,770.4,True,0.475545,0.57131
2,32,8,64kB,8,True,1MB,0.8871,79,1282.4,True,0.531661,0.589143
2,32,8,64kB,8,True,2MB,0.8871,80,2306.4,False,0.599882,0.628533
2,64,2,16kB,2,True,512kB,0.880377,81,734.4,True,0.475104,0.525437
2,64,2,16kB,2,True,1MB,0.880377,82,1246.4,True,0.531659,0.571991
2,64,2,16kB,2,True,2MB,0.880377,83,2270.4,False,0.602079,0.623587
2,64,2,16kB,4,True,512kB,0.880377,84,734.8,True,0.475104,0.525162
2,64,2,16kB,4,True,1MB,0.880377,85,1246.8,True,0.531699,0.57164
2,64,2,16kB,4,True,2MB,0.880377,86,2270.8,False,0.602079,0.623587
2,64,2,16kB,8,True,512kB,0.880377,87,735.6,True,0.47503,0.525145
2,64,2,16kB,8,True,1MB,0.880377,88,1247.6,True,0.531699,0.57155
2,64,2,16kB,8,True,2MB,0.880377,89,2271.6,False,0.602079,0.623587
2,64,2,32kB,2,True,512kB,0.880377,90,750.8,True,0.475963,0.527406
2,64,2,32kB,2,True,1MB,0.880377,91,1262.8,True,0.532449,0.574106
2,64,2,32kB,2,True,2MB,0.880377,92,2286.8,False,0.602082,0.623587
2,64,2,32kB,4,True,512kB,0.880377,93,751.6,True,0.47613,0.527109
2,64,2,32kB,4,True,1MB,0.880377,94,1263.6,True,0.53258,0.573646
2,64,2,32kB,4,True,2MB,0.880377,95,2287.6,False,0.602079,0.623587
2,64,2,32kB,8,True,512kB,0.880377,96,753.2,True,0.475963,0.526347
2,64,2,32kB,8,True,1MB,0.880377,97,1265.2,True,0.532374,0.573037
2,64,2,32kB,8,True,2MB,0.880377,98,2289.2,False,0.602079,0.623587
2,64,2,64kB,2,True,512kB,0.880482,99,783.6,True,0.477388,0.529982
2,64,2,64kB,2,True,1MB,0.880482,100,1295.6,True,0.533799,0.576565
2,64,2,64kB,2,True,2MB,0.880482,101,2319.6,False,0.602157,0.623587
2,64,2,64kB,4,True,512kB,0.880482,102,785.2,True,0.477238,0.529518
2,64,2,64kB,4,True,1MB,0.880482,103,1297.2,True,0.533584,0.575897
2,64,2,64kB,4,True,2MB,0.880482,104,2321.2,False,0.602155,0.623587
2,64,2,64kB,8,True,512kB,0.880482,105,788.4,True,0.477054,0.528469
2,64,2,64kB,8,True,1MB,0.880482,106,1300.4,True,0.533597,0.574822
2,64,2,64kB,8,True,2MB,0.880482,107,2324.4,False,0.602136,0.623651
2,64,4,16kB,2,True,512kB,0.880453,108,744.4,True,0.475139,0.56164
2,64,4,16kB,2,True,1MB,0.880453,109,1256.4,True,0.531717,0.589346
2,64,4,16kB,2,True,2MB,0.880453,110,2280.4,False,0.60211,0.630736
2,64,4,16kB,4,True,512kB,0.880501,111,744.8,True,0.475139,0.561557
2,64,4,16kB,4,True,1MB,0.880501,112,1256.8,True,0.531758,0.589339
2,64,4,16kB,4,True,2MB,0.880501,113,2280.8,False,0.60211,0.630736
2,64,4,16kB,8,True,512kB,0.880501,114,745.6,True,0.475065,0.56154
2,64,4,16kB,8,True,1MB,0.880501,115,1257.6,True,0.531758,0.589371
2,64,4,16kB,8,True,2MB,0.880501,116,2281.6,False,0.60211,0.630735
2,64,4,32kB,2,True,512kB,0.880501,117,760.8,True,0.476025,0.563473
2,64,4,32kB,2,True,1MB,0.880501,118,1272.8,True,0.532485,0.590753
2,64,4,32kB,2,True,2MB,0.880501,119,2296.8,False,0.602112,0.630736
2,64,4,32kB,4,True,512kB,0.8805,120,761.6,True,0.476167,0.563128
2,64,4,32kB,4,True,1MB,0.8805,121,1273.6,True,0.532645,0.590618
2,64,4,32kB,4,True,2MB,0.8805,122,2297.6,False,0.60211,0.630709
2,64,4,32kB,8,True,512kB,0.880501,123,763.2,True,0.476025,0.562935
2,64,4,32kB,8,True,1MB,0.880501,124,1275.2,True,0.532439,0.590608
2,64,4,32kB,8,True,2MB,0.880501,125,2299.2,False,0.60211,0.630734
2,64,4,64kB,2,True,512kB,0.880558,126,793.6,True,0.477416,0.565257
2,64,4,64kB,2,True,1MB,0.880558,127,1305.6,True,0.533858,0.592136
2,64,4,64kB,2,True,2MB,0.880558,128,2329.6,False,0.602188,0.630736
2,64,4,64kB,4,True,512kB,0.880558,129,795.2,True,0.47726,0.565116
2,64,4,64kB,4,True,1MB,0.880558,130,1307.2,True,0.533643,0.591886
2,64,4,64kB,4,True,2MB,0.880558,131,2331.2,False,0.602185,0.630736
2,64,4,64kB,8,True,512kB,0.880558,132,798.4,True,0.477094,0.56451
2,64,4,64kB,8,True,1MB,0.880558,133,1310.4,True,0.533656,0.591576
2,64,4,64kB,8,True,2MB,0.880558,134,2334.4,False,0.602166,0.630758
2,64,8,16kB,2,True,512kB,0.880453,135,764.4,True,0.475139,0.570093
2,64,8,16kB,2,True,1MB,0.880453,136,1276.4,True,0.531717,0.589435
2,64,8,16kB,2,True,2MB,0.880453,137,2300.4,False,0.60211,0.631168
2,64,8,16kB,4,True,512kB,0.880501,138,764.8,True,0.475139,0.570331
2,64,8,16kB,4,True,1MB,0.880501,139,1276.8,True,0.531758,0.589399
2,64,8,16kB,4,True,2MB,0.880501,140,2300.8,False,0.60211,0.631168
2,64,8,16kB,8,True,512kB,0.880501,141,765.6,True,0.475065,0.57019
2,64,8,16kB,8,True,1MB,0.880501,142,1277.6,True,0.531758,0.58947
2,64,8,16kB,8,True,2MB,0.880501,143,2301.6,False,0.60211,0.631168
2,64,8,32kB,2,True,512kB,0.880501,144,780.8,True,0.476025,0.57159
2,64,8,32kB,2,True,1MB,0.880501,145,1292.8,True,0.532485,0.590847
2,64,8,32kB,2,True,2MB,0.880501,146,2316.8,False,0.602112,0.631168
2,64,8,32kB,4,True,512kB,0.8805,147,781.6,True,0.476167,0.572816
2,64,8,32kB,4,True,1MB,0.8805,148,1293.6,True,0.532645,0.590771
2,64,8,32kB,4,True,2MB,0.8805,149,2317.6,False,0.60211,0.631168
2,64,8,32kB,8,True,512kB,0.880501,150,783.2,True,0.476025,0.571991
2,64,8,32kB,8,True,1MB,0.880501,151,1295.2,True,0.532439,0.590657
2,64,8,32kB,8,True,2MB,0.880501,152,2319.2,False,0.60211,0.631168
2,64,8,64kB,2,True,512kB,0.880558,153,813.6,True,0.477416,0.573542
2,64,8,64kB,2,True,1MB,0.880558,154,1325.6,True,0.533858,0.592156
2,64,8,64kB,2,True,2MB,0.880558,155,2349.6,False,0.602188,0.631168
2,64,8,64kB,4,True,512kB,0.880558,156,815.2,True,0.47726,0.574678
2,64,8,64kB,4,True,1MB,0.880558,157,1327.2,True,0.533643,0.592076
2,64,8,64kB,4,True,2MB,0.880558,158,2351.2,False,0.602185,0.631168
2,64,8,64kB,8,True,512kB,0.880558,159,818.4,True,0.477094,0.573557
2,64,8,64kB,8,True,1MB,0.880558,160,1330.4,True,0.533656,0.591691
2,64,8,64kB,8,True,2MB,0.880558,161,2354.4,False,0.602166,0.631168
2,128,2,16kB,2,True,512kB,0.864732,162,830.4,True,0.477299,0.528048
2,128,2,16kB,2,True,1MB,0.864732,163,1342.4,True,0.534106,0.57509
2,128,2,16kB,2,True,2MB,0.864732,164,2366.4,False,0.60562,0.627299
2,128,2,16kB,4,True,512kB,0.864736,165,830.8,True,0.477299,0.527908
2,128,2,16kB,4,True,1MB,0.864736,166,1342.8,True,0.534053,0.574877
2,128,2,16kB,4,True,2MB,0.864736,167,2366.8,False,0.60562,0.627297
2,128,2,16kB,8,True,512kB,0.864736,168,831.6,True,0.477266,0.527728
2,128,2,16kB,8,True,1MB,0.864736,169,1343.6,True,0.534074,0.574738
2,128,2,16kB,8,True,2MB,0.864736,170,2367.6,False,0.60562,0.627299
2,128,2,32kB,2,True,512kB,0.864736,171,846.8,True,0.47805,0.529298
2,128,2,32kB,2,True,1MB,0.864736,172,1358.8,True,0.534754,0.577282
2,128,2,32kB,2,True,2MB,0.864736,173,2382.8,False,0.605642,0.627299
2,128,2,32kB,4,True,512kB,0.864736,174,847.6,True,0.4781,0.528945
2,128,2,32kB,4,True,1MB,0.864736,175,1359.6,True,0.534867,0.576384
2,128,2,32kB,4,True,2MB,0.864736,176,2383.6,False,0.605638,0.627325
2,128,2,32kB,8,True,512kB,0.864736,177,849.2,True,0.477923,0.528284
2,128,2,32kB,8,True,1MB,0.864736,178,1361.2,True,0.534643,0.576012
2,128,2,32kB,8,True,2MB,0.864736,179,2385.2,False,0.605638,0.627309
2,128,2,64kB,2,True,512kB,0.864853,180,879.6,True,0.479716,0.532892
2,128,2,64kB,2,True,1MB,0.864853,181,1391.6,True,0.536518,0.579802
2,128,2,64kB,2,True,2MB,0.864853,182,2415.6,False,0.605685,0.627299
2,128,2,64kB,4,True,512kB,0.864856,183,881.2,True,0.479954,0.53234
2,128,2,64kB,4,True,1MB,0.864856,184,1393.2,True,0.536368,0.578976
2,128,2,64kB,4,True,2MB,0.864856,185,2417.2,False,0.605678,0.627371
2,128,2,64kB,8,True,512kB,0.864856,186,884.4,True,0.479563,0.531405
2,128,2,64kB,8,True,1MB,0.864856,187,1396.4,True,0.536302,0.577994
2,128,2,64kB,8,True,2MB,0.864856,188,2420.4,False,0.60569,0.627355
2,128,4,16kB,2,True,512kB,0.86513,189,840.4,True,0.477341,0.564946
2,128,4,16kB,2,True,1MB,0.86513,190,1352.4,True,0.534277,0.592047
2,128,4,16kB,2,True,2MB,0.86513,191,2376.4,False,0.605772,0.634504
2,128,4,16kB,4,True,512kB,0.865136,192,840.8,True,0.477341,0.564823
2,128,4,16kB,4,True,1MB,0.865136,193,1352.8,True,0.534284,0.592027
2,128,4,16kB,4,True,2MB,0.865136,194,2376.8,False,0.605772,0.634537
2,128,4,16kB,8,True,512kB,0.865136,195,841.6,True,0.477301,0.564775
2,128,4,16kB,8,True,1MB,0.865136,196,1353.6,True,0.534324,0.591888
2,128,4,16kB,8,True,2MB,0.865136,197,2377.6,False,0.605772,0.634537
2,128,4,32kB,2,True,512kB,0.865136,198,856.8,True,0.478037,0.566043
2,128,4,32kB,2,True,1MB,0.865136,199,1368.8,True,0.535422,0.592901
2,128,4,32kB,2,True,2MB,0.865136,200,2392.8,False,0.605789,0.634504
2,128,4,32kB,4,True,512kB,0.865136,201,857.6,True,0.478007,0.565761
2,128,4,32kB,4,True,1MB,0.865136,202,1369.6,True,0.535244,0.592673
2,128,4,32kB,4,True,2MB,0.865136,203,2393.6,False,0.605784,0.634504
2,128,4,32kB,8,True,512kB,0.865136,204,859.2,True,0.477921,0.565605
2,128,4,32kB,8,True,1MB,0.865136,205,1371.2,True,0.535164,0.592635
2,128,4,32kB,8,True,2MB,0.865136,206,2395.2,False,0.605784,0.634504
2,128,4,64kB,2,True,512kB,0.86525,207,889.6,True,0.479756,0.568491
2,128,4,64kB,2,True,1MB,0.86525,208,1401.6,True,0.536576,0.594877
2,128,4,64kB,2,True,2MB,0.86525,209,2425.6,False,0.605856,0.634635
2,128,4,64kB,4,True,512kB,0.86526,210,891.2,True,0.479815,0.56809
2,128,4,64kB,4,True,1MB,0.86526,211,1403.2,True,0.536424,0.594789
2,128,4,64kB,4,True,2MB,0.86526,212,2427.2,False,0.605826,0.634632
2,128,4,64kB,8,True,512kB,0.86526,213,894.4,True,0.479448,0.567649
2,128,4,64kB,8,True,1MB,0.86526,214,1406.4,True,0.536356,0.594194
2,128,4,64kB,8,True,2MB,0.86526,215,2430.4,False,0.605826,0.634637
2,128,8,16kB,2,True,512kB,0.865152,216,860.4,True,0.477347,0.57464
2,128,8,16kB,2,True,1MB,0.865152,217,1372.4,True,0.534283,0.592211
2,128,8,16kB,2,True,2MB,0.865152,218,2396.4,False,0.605781,0.635089
2,128,8,16kB,4,True,512kB,0.865156,219,860.8,True,0.477347,0.574779
2,128,8,16kB,4,True,1MB,0.865156,220,1372.8,True,0.53429,0.591959
2,128,8,16kB,4,True,2MB,0.865156,221,2396.8,False,0.605781,0.635085
2,128,8,16kB,8,True,512kB,0.865156,222,861.6,True,0.477306,0.573907
2,128,8,16kB,8,True,1MB,0.865156,223,1373.6,True,0.534331,0.592434
2,128,8,16kB,8,True,2MB,0.865156,224,2397.6,False,0.605781,0.635083
2,128,8,32kB,2,True,512kB,0.865156,225,876.8,True,0.478042,0.575017
2,128,8,32kB,2,True,1MB,0.865156,226,1388.8,True,0.535428,0.593046
2,128,8,32kB,2,True,2MB,0.865156,227,2412.8,False,0.605797,0.635099
2,128,8,32kB,4,True,512kB,0.865156,228,877.6,True,0.478013,0.575228
2,128,8,32kB,4,True,1MB,0.865156,229,1389.6,True,0.535259,0.592569
2,128,8,32kB,4,True,2MB,0.865156,230,2413.6,False,0.605793,0.635097
2,128,8,32kB,8,True,512kB,0.865156,231,879.2,True,0.477926,0.575109
2,128,8,32kB,8,True,1MB,0.865156,232,1391.2,True,0.53518,0.592642
2,128,8,32kB,8,True,2MB,0.865156,233,2415.2,False,0.605793,0.635089
2,128,8,64kB,2,True,512kB,0.865277,234,909.6,True,0.479762,0.577168
2,128,8,64kB,2,True,1MB,0.865277,235,1421.6,True,0.536583,0.595153
2,128,8,64kB,2,True,2MB,0.865277,236,2445.6,False,0.605865,0.635235
2,128,8,64kB,4,True,512kB,0.865275,237,911.2,True,0.47982,0.57708
2,128,8,64kB,4,True,1MB,0.865275,238,1423.2,True,0.536431,0.594849
2,128,8,64kB,4,True,2MB,0.865275,239,2447.2,False,0.605834,0.635235
2,128,8,64kB,8,True,512kB,0.865275,240,914.4,True,0.479453,0.577637
2,128,8,64kB,8,True,1MB,0.865275,241,1426.4,True,0.536363,0.594486
2,128,8,64kB,8,True,2MB,0.865275,242,2450.4,False,0.605834,0.635227
4,32,2,16kB,2,True,512kB,1.042244,243,786.4,True,0.47808,0.529489
4,32,2,16kB,2,True,1MB,1.042244,244,1298.4,True,0.535068,0.576542
4,32,2,16kB,2,True,2MB,1.042244,245,2322.4,False,0.607136,0.628709
4,32,2,16kB,4,True,512kB,1.042424,246,786.8,True,0.478019,0.529059
4,32,2,16kB,4,True,1MB,1.042424,247,1298.8,True,0.535142,0.575987
4,32,2,16kB,4,True,2MB,1.042424,248,2322.8,False,0.607136,0.628819
4,32,2,16kB,8,True,512kB,1.042424,249,787.6,True,0.478018,0.528935
4,32,2,16kB,8,True,1MB,1.042424,250,1299.6,True,0.535213,0.575927
4,32,2,16kB,8,True,2MB,1.042424,251,2323.6,False,0.607136,0.628819
4,32,2,32kB,2,True,512kB,1.042424,252,802.8,True,0.478413,0.531324
4,32,2,32kB,2,True,1MB,1.042424,253,1314.8,True,0.536156,0.577974
4,32,2,32kB,2,True,2MB,1.042424,254,2338.8,False,0.607152,0.628819
4,32,2,32kB,4,True,512kB,1.042424,255,803.6,True,0.478501,0.530932
4,32,2,32kB,4,True,1MB,1.042424,256,1315.6,True,0.536243,0.577527
4,32,2,32kB,4,True,2MB,1.042424,257,2339.6,False,0.607148,0.628819
4,32,2,32kB,8,True,512kB,1.042424,258,805.2,True,0.478386,0.53041
4,32,2,32kB,8,True,1MB,1.042424,259,1317.2,True,0.536204,0.57709
4,32,2,32kB,8,True,2MB,1.042424,260,2341.2,False,0.607148,0.628819
4,32,2,64kB,2,True,512kB,1.042511,261,835.6,True,0.480969,0.534177
4,32,2,64kB,2,True,1MB,1.042511,262,1347.6,True,0.537936,0.581188
4,32,2,64kB,2,True,2MB,1.042511,263,2371.6,False,0.607313,0.628819
4,32,2,64kB,4,True,512kB,1.042573,264,837.2,True,0.480776,0.533827
4,32,2,64kB,4,True,1MB,1.042573,265,1349.2,True,0.537859,0.580519
4,32,2,64kB,4,True,2MB,1.042573,266,2373.2,False,0.607306,0.628819
4,32,2,64kB,8,True,512kB,1.042573,267,840.4,True,0.480445,0.53284
4,32,2,64kB,8,True,1MB,1.042573,268,1352.4,True,0.537565,0.579716
4,32,2,64kB,8,True,2MB,1.042573,269,2376.4,False,0.607303,0.628819
4,32,4,16kB,2,True,512kB,1.042424,270,796.4,True,0.478106,0.565995
4,32,4,16kB,2,True,1MB,1.042424,271,1308.4,True,0.535213,0.594094
4,32,4,16kB,2,True,2MB,1.042424,272,2332.4,False,0.607137,0.636158
4,32,4,16kB,4,True,512kB,1.042424,273,796.8,True,0.478044,0.565888
4,32,4,16kB,4,True,1MB,1.042424,274,1308.8,True,0.535179,0.594086
4,32,4,16kB,4,True,2MB,1.042424,275,2332.8,False,0.607137,0.636158
4,32,4,16kB,8,True,512kB,1.042424,276,797.6,True,0.478044,0.565818
4,32,4,16kB,8,True,1MB,1.042424,277,1309.6,True,0.535244,0.593825
4,32,4,16kB,8,True,2MB,1.042424,278,2333.6,False,0.607137,0.636158
4,32,4,32kB,2,True,512kB,1.042424,279,812.8,True,0.478437,0.567599
4,32,4,32kB,2,True,1MB,1.042424,280,1324.8,True,0.536187,0.595083
4,32,4,32kB,2,True,2MB,1.042424,281,2348.8,False,0.607154,0.636158
4,32,4,32kB,4,True,512kB,1.042424,282,813.6,True,0.478526,0.567478
4,32,4,32kB,4,True,1MB,1.042424,283,1325.6,True,0.536272,0.594802
4,32,4,32kB,4,True,2MB,1.042424,284,2349.6,False,0.607149,0.636158
4,32,4,32kB,8,True,512kB,1.042424,285,815.2,True,0.47841,0.567177
4,32,4,32kB,8,True,1MB,1.042424,286,1327.2,True,0.536235,0.594894
4,32,4,32kB,8,True,2MB,1.042424,287,2351.2,False,0.607149,0.636158
4,32,4,64kB,2,True,512kB,1.042511,288,845.6,True,0.480997,0.570277
4,32,4,64kB,2,True,1MB,1.042511,289,1357.6,True,0.537968,0.597389
4,32,4,64kB,2,True,2MB,1.042511,290,2381.6,False,0.607314,0.636158
4,32,4,64kB,4,True,512kB,1.042573,291,847.2,True,0.480804,0.570083
4,32,4,64kB,4,True,1MB,1.042573,292,1359.2,True,0.537891,0.596941
4,32,4,64kB,4,True,2MB,1.042573,293,2383.2,False,0.607307,0.636156
4,32,4,64kB,8,True,512kB,1.042573,294,850.4,True,0.480458,0.569459
4,32,4,64kB,8,True,1MB,1.042573,295,1362.4,True,0.537597,0.596724
4,32,4,64kB,8,True,2MB,1.042573,296,2386.4,False,0.607305,0.636158
4,32,8,16kB,2,True,512kB,1.042424,297,816.4,True,0.478106,0.57478
4,32,8,16kB,2,True,1MB,1.042424,298,1328.4,True,0.535213,0.593996
4,32,8,16kB,2,True,2MB,1.042424,299,2352.4,False,0.607137,0.636489
4,32,8,16kB,4,True,512kB,1.042424,300,816.8,True,0.478044,0.574207
4,32,8,16kB,4,True,1MB,1.042424,301,1328.8,True,0.535179,0.594037
4,32,8,16kB,4,True,2MB,1.042424,302,2352.8,False,0.607137,0.636487
4,32,8,16kB,8,True,512kB,1.042424,303,817.6,True,0.478044,0.574773
4,32,8,16kB,8,True,1MB,1.042424,304,1329.6,True,0.535244,0.593978
4,32,8,16kB,8,True,2MB,1.042424,305,2353.6,False,0.607137,0.636484
4,32,8,32kB,2,True,512kB,1.042424,306,832.8,True,0.478437,0.57654
4,32,8,32kB,2,True,1MB,1.042424,307,1344.8,True,0.536187,0.595143
4,32,8,32kB,2,True,2MB,1.042424,308,2368.8,False,0.607154,0.63649
4,32,8,32kB,4,True,512kB,1.042424,309,833.6,True,0.478526,0.576641
4,32,8,32kB,4,True,1MB,1.042424,310,1345.6,True,0.536272,0.595013
4,32,8,32kB,4,True,2MB,1.042424,311,2369.6,False,0.607149,0.63649
4,32,8,32kB,8,True,512kB,1.042424,312,835.2,True,0.47841,0.57673
4,32,8,32kB,8,True,1MB,1.042424,313,1347.2,True,0.536235,0.594804
4,32,8,32kB,8,True,2MB,1.042424,314,2371.2,False,0.607149,0.63649
4,32,8,64kB,2,True,512kB,1.042511,315,865.6,True,0.480997,0.580486
4,32,8,64kB,2,True,1MB,1.042511,316,1377.6,True,0.537968,0.597248
4,32,8,64kB,2,True,2MB,1.042511,317,2401.6,False,0.607314,0.636511
4,32,8,64kB,4,True,512kB,1.042573,318,867.2,True,0.480804,0.578795
4,32,8,64kB,4,True,1MB,1.042573,319,1379.2,True,0.537891,0.59716
4,32,8,64kB,4,True,2MB,1.042573,320,2403.2,False,0.607307,0.636511
4,32,8,64kB,8,True,512kB,1.042573,321,870.4,True,0.480458,0.578728
4,32,8,64kB,8,True,1MB,1.042573,322,1382.4,True,0.537597,0.596722
4,32,8,64kB,8,True,2MB,1.042573,323,2406.4,False,0.607305,0.636511
4,64,2,16kB,2,True,512kB,1.0518,324,834.4,True,0.479898,0.531322
4,64,2,16kB,2,True,1MB,1.0518,325,1346.4,True,0.537653,0.57857
4,64,2,16kB,2,True,2MB,1.0518,326,2370.4,False,0.609916,0.631605
4,64,2,16kB,4,True,512kB,1.051877,327,834.8,True,0.479812,0.531057
4,64,2,16kB,4,True,1MB,1.051877,328,1346.8,True,0.537745,0.578329
4,64,2,16kB,4,True,2MB,1.051877,329,2370.8,False,0.609916,0.631605
4,64,2,16kB,8,True,512kB,1.052753,330,835.6,True,0.480083,0.531298
4,64,2,16kB,8,True,1MB,1.052753,331,1347.6,True,0.537507,0.578732
