config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
598,8,64,4,16kB,4,1MB,0.600622
599,8,64,4,16kB,4,2MB,0.643318
600,8,64,4,16kB,8,512kB,0.571686
601,8,64,4,16kB,8,1MB,0.600641
602,8,64,4,16kB,8,2MB,0.643318
603,8,64,4,32kB,2,512kB,0.572828
604,8,64,4,32kB,2,1MB,0.601847
605,8,64,4,32kB,2,2MB,0.643318
606,8,64,4,32kB,4,512kB,0.572563
607,8,64,4,32kB,4,1MB,0.601684
608,8,64,4,32kB,4,2MB,0.643318
609,8,64,4,32kB,8,512kB,0.572441
610,8,64,4,32kB,8,1MB,0.601384
611,8,64,4,32kB,8,2MB,0.643318
612,8,64,4,64kB,2,512kB,0.575252
613,8,64,4,64kB,2,1MB,0.603141
614,8,64,4,64kB,2,2MB,0.643318
615,8,64,4,64kB,4,512kB,0.575048
616,8,64,4,64kB,4,1MB,0.602742
617,8,64,4,64kB,4,2MB,0.643296
618,8,64,4,64kB,8,512kB,0.574653
619,8,64,4,64kB,8,1MB,0.602585
620,8,64,4,64kB,8,2MB,0.643339
621,8,64,8,16kB,2,512kB,0.581595
622,8,64,8,16kB,2,1MB,0.60081
623,8,64,8,16kB,2,2MB,0.643893
624,8,64,8,16kB,4,512kB,0.580707
625,8,64,8,16kB,4,1MB,0.600603
626,8,64,8,16kB,4,2MB,0.643894
627,8,64,8,16kB,8,512kB,0.580872
628,8,64,8,16kB,8,1MB,0.600678
629,8,64,8,16kB,8,2MB,0.643899
630,8,64,8,32kB,2,512kB,0.581191
631,8,64,8,32kB,2,1MB,0.601821
632,8,64,8,32kB,2,2MB,0.643917
633,8,64,8,32kB,4,512kB,0.582111
634,8,64,8,32kB,4,1MB,0.601699
635,8,64,8,32kB,4,2MB,0.643913
636,8,64,8,32kB,8,512kB,0.581705
637,8,64,8,32kB,8,1MB,0.601597
638,8,64,8,32kB,8,2MB,0.643906
639,8,64,8,64kB,2,512kB,0.58489
640,8,64,8,64kB,2,1MB,0.603143
641,8,64,8,64kB,2,2MB,0.643936
642,8,64,8,64kB,4,512kB,0.584055
643,8,64,8,64kB,4,1MB,0.602919
644,8,64,8,64kB,4,2MB,0.643936
645,8,64,8,64kB,8,512kB,0.584089
646,8,64,8,64kB,8,1MB,0.60245
647,8,64,8,64kB,8,2MB,0.643929
648,8,128,2,16kB,2,512kB,0.535466
649,8,128,2,16kB,2,1MB,0.583656
650,8,128,2,16kB,2,2MB,0.63763
651,8,128,2,16kB,4,512kB,0.535416
652,8,128,2,16kB,4,1MB,0.583937
653,8,128,2,16kB,4,2MB,0.63788
654,8,128,2,16kB,8,512kB,0.535204
655,8,128,2,16kB,8,1MB,0.583725
656,8,128,2,16kB,8,2MB,0.63788
657,8,128,2,32kB,2,512kB,0.536973
658,8,128,2,32kB,2,1MB,0.585324
659,8,128,2,32kB,2,2MB,0.63788
660,8,128,2,32kB,4,512kB,0.536661
661,8,128,2,32kB,4,1MB,0.584896
662,8,128,2,32kB,4,2MB,0.63788
663,8,128,2,32kB,8,512kB,0.535885
664,8,128,2,32kB,8,1MB,0.584525
665,8,128,2,32kB,8,2MB,0.637881
666,8,128,2,64kB,2,512kB,0.540507
667,8,128,2,64kB,2,1MB,0.588472
668,8,128,2,64kB,2,2MB,0.63788
669,8,128,2,64kB,4,512kB,0.539823
670,8,128,2,64kB,4,1MB,0.587919
671,8,128,2,64kB,4,2MB,0.63788
672,8,128,2,64kB,8,512kB,0.538858
673,8,128,2,64kB,8,1MB,0.586686
674,8,128,2,64kB,8,2MB,0.637883
675,8,128,4,16kB,2,512kB,0.573314
676,8,128,4,16kB,2,1MB,0.601389
677,8,128,4,16kB,2,2MB,0.645267
678,8,128,4,16kB,4,512kB,0.573199
679,8,128,4,16kB,4,1MB,0.601414
680,8,128,4,16kB,4,2MB,0.645271
681,8,128,4,16kB,8,512kB,0.573203
682,8,128,4,16kB,8,1MB,0.601336
683,8,128,4,16kB,8,2MB,0.645271
684,8,128,4,32kB,2,512kB,0.574747
685,8,128,4,32kB,2,1MB,0.602564
686,8,128,4,32kB,2,2MB,0.645271
687,8,128,4,32kB,4,512kB,0.574446
688,8,128,4,32kB,4,1MB,0.602387
689,8,128,4,32kB,4,2MB,0.645271
690,8,128,4,32kB,8,512kB,0.57418
691,8,128,4,32kB,8,1MB,0.602325
692,8,128,4,32kB,8,2MB,0.645271
693,8,128,4,64kB,2,512kB,0.577063
694,8,128,4,64kB,2,1MB,0.604422
695,8,128,4,64kB,2,2MB,0.645271
696,8,128,4,64kB,4,512kB,0.576611
697,8,128,4,64kB,4,1MB,0.604118
698,8,128,4,64kB,4,2MB,0.64527
699,8,128,4,64kB,8,512kB,0.576045
700,8,128,4,64kB,8,1MB,0.603575
701,8,128,4,64kB,8,2MB,0.645271
702,8,128,8,16kB,2,512kB,0.582257
703,8,128,8,16kB,2,1MB,0.60131
704,8,128,8,16kB,2,2MB,0.645723
705,8,128,8,16kB,4,512kB,0.581644
706,8,128,8,16kB,4,1MB,0.601496
707,8,128,8,16kB,4,2MB,0.645714
708,8,128,8,16kB,8,512kB,0.582144
709,8,128,8,16kB,8,1MB,0.601315
710,8,128,8,16kB,8,2MB,0.645714
711,8,128,8,32kB,2,512kB,0.583387
712,8,128,8,32kB,2,1MB,0.602632
713,8,128,8,32kB,2,2MB,0.645734
714,8,128,8,32kB,4,512kB,0.583638
715,8,128,8,32kB,4,1MB,0.602435
716,8,128,8,32kB,4,2MB,0.64573
717,8,128,8,32kB,8,512kB,0.583506
718,8,128,8,32kB,8,1MB,0.602689
719,8,128,8,32kB,8,2MB,0.645723
720,8,128,8,64kB,2,512kB,0.585334
721,8,128,8,64kB,2,1MB,0.604396
722,8,128,8,64kB,2,2MB,0.645755
723,8,128,8,64kB,4,512kB,0.584348
724,8,128,8,64kB,4,1MB,0.604145
725,8,128,8,64kB,4,2MB,0.645755
726,8,128,8,64kB,8,512kB,0.585698
727,8,128,8,64kB,8,1MB,0.603527
728,8,128,8,64kB,8,2MB,0.645735
