config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
403,4,64,8,64kB,8,1MB,0.539929
404,4,64,8,64kB,8,2MB,0.610039
405,4,128,2,16kB,2,512kB,0.48157
406,4,128,2,16kB,2,1MB,0.53938
407,4,128,2,16kB,2,2MB,0.612311
408,4,128,2,16kB,4,512kB,0.481561
409,4,128,2,16kB,4,1MB,0.53963
410,4,128,2,16kB,4,2MB,0.612443
411,4,128,2,16kB,8,512kB,0.481428
412,4,128,2,16kB,8,1MB,0.539717
413,4,128,2,16kB,8,2MB,0.612443
414,4,128,2,32kB,2,512kB,0.482341
415,4,128,2,32kB,2,1MB,0.540131
416,4,128,2,32kB,2,2MB,0.612459
417,4,128,2,32kB,4,512kB,0.482279
418,4,128,2,32kB,4,1MB,0.540204
419,4,128,2,32kB,4,2MB,0.612455
420,4,128,2,32kB,8,512kB,0.482226
421,4,128,2,32kB,8,1MB,0.540036
422,4,128,2,32kB,8,2MB,0.612455
423,4,128,2,64kB,2,512kB,0.483898
424,4,128,2,64kB,2,1MB,0.542195
425,4,128,2,64kB,2,2MB,0.612516
426,4,128,2,64kB,4,512kB,0.483784
427,4,128,2,64kB,4,1MB,0.541996
428,4,128,2,64kB,4,2MB,0.612509
429,4,128,2,64kB,8,512kB,0.48347
430,4,128,2,64kB,8,1MB,0.541766
431,4,128,2,64kB,8,2MB,0.612507
432,4,128,4,16kB,2,512kB,0.481461
433,4,128,4,16kB,2,1MB,0.539211
434,4,128,4,16kB,2,2MB,0.612541
435,4,128,4,16kB,4,512kB,0.481409
436,4,128,4,16kB,4,1MB,0.53938
437,4,128,4,16kB,4,2MB,0.612541
438,4,128,4,16kB,8,512kB,0.481377
439,4,128,4,16kB,8,1MB,0.539347
440,4,128,4,16kB,8,2MB,0.612541
441,4,128,4,32kB,2,512kB,0.482686
442,4,128,4,32kB,2,1MB,0.540292
443,4,128,4,32kB,2,2MB,0.612558
444,4,128,4,32kB,4,512kB,0.482722
445,4,128,4,32kB,4,1MB,0.540267
446,4,128,4,32kB,4,2MB,0.612553
447,4,128,4,32kB,8,512kB,0.482518
448,4,128,4,32kB,8,1MB,0.540201
449,4,128,4,32kB,8,2MB,0.612553
450,4,128,4,64kB,2,512kB,0.484424
451,4,128,4,64kB,2,1MB,0.542386
452,4,128,4,64kB,2,2MB,0.612615
453,4,128,4,64kB,4,512kB,0.484557
454,4,128,4,64kB,4,1MB,0.54244
455,4,128,4,64kB,4,2MB,0.612608
456,4,128,4,64kB,8,512kB,0.484252
457,4,128,4,64kB,8,1MB,0.542148
458,4,128,4,64kB,8,2MB,0.612606
459,4,128,8,16kB,2,512kB,0.481469
460,4,128,8,16kB,2,1MB,0.539216
461,4,128,8,16kB,2,2MB,0.612554
462,4,128,8,16kB,4,512kB,0.481416
463,4,128,8,16kB,4,1MB,0.53938
464,4,128,8,16kB,4,2MB,0.612554
465,4,128,8,16kB,8,512kB,0.481384
466,4,128,8,16kB,8,1MB,0.539362
467,4,128,8,16kB,8,2MB,0.612554
468,4,128,8,32kB,2,512kB,0.482694
469,4,128,8,32kB,2,1MB,0.540301
470,4,128,8,32kB,2,2MB,0.61257
471,4,128,8,32kB,4,512kB,0.48273
472,4,128,8,32kB,4,1MB,0.540277
473,4,128,8,32kB,4,2MB,0.612566
474,4,128,8,32kB,8,512kB,0.482599
475,4,128,8,32kB,8,1MB,0.54021
476,4,128,8,32kB,8,2MB,0.612566
477,4,128,8,64kB,2,512kB,0.484431
478,4,128,8,64kB,2,1MB,0.542396
479,4,128,8,64kB,2,2MB,0.612627
480,4,128,8,64kB,4,512kB,0.484565
481,4,128,8,64kB,4,1MB,0.54245
482,4,128,8,64kB,4,2MB,0.61262
483,4,128,8,64kB,8,512kB,0.48426
484,4,128,8,64kB,8,1MB,0.542158
485,4,128,8,64kB,8,2MB,0.612618
486,8,32,2,16kB,2,512kB,0.479716
